episode,agent,avg_reward,avg_reward_10s,avg_progress,avg_progress_10s,wrong_way_count,wrong_way_percentage,right_way_percentage,collision_occurred,collision_count,opponent_collision_count,most_frequent_rank
111,B,-54.38,-108.53,0.14,0.27,0,0.00,100.00,Yes,666,757,3
111,A,-48.08,-95.96,0.15,0.29,0,0.00,100.00,Yes,747,757,2
112,C,-45.06,-89.94,0.11,0.22,0,0.00,100.00,Yes,751,0,3
112,B,-51.58,-102.95,0.14,0.27,0,0.00,100.00,Yes,636,805,2
112,A,-51.88,-103.55,0.14,0.29,0,0.00,100.00,Yes,753,805,1
113,C,-19.98,-39.88,0.26,0.52,0,0.00,100.00,Yes,501,0,1
113,B,-54.07,-107.93,0.14,0.27,0,0.00,100.00,Yes,735,757,3
113,A,-47.68,-95.16,0.15,0.29,0,0.00,100.00,Yes,708,757,2
114,C,-24.09,-48.09,0.21,0.43,0,0.00,100.00,Yes,542,0,1
114,B,-54.58,-108.95,0.12,0.24,0,0.00,100.00,Yes,842,14,3
114,A,-53.28,-106.35,0.13,0.26,0,0.00,100.00,Yes,819,14,2
115,C,-16.29,-32.52,0.22,0.45,0,0.00,100.00,Yes,464,0,1
115,B,-52.87,-105.54,0.14,0.28,0,0.00,100.00,Yes,653,715,3
115,A,-46.48,-92.77,0.15,0.30,0,0.00,100.00,Yes,761,715,2
116,C,-30.11,-60.09,0.18,0.37,0,0.00,100.00,Yes,602,0,1
116,B,-48.68,-97.16,0.13,0.25,0,0.00,100.00,Yes,0,787,3
116,A,-51.78,-103.36,0.13,0.27,0,0.00,100.00,Yes,818,787,2
117,C,-52.39,-104.56,0.10,0.20,0,0.00,100.00,Yes,824,0,3
117,B,-51.88,-103.55,0.13,0.26,0,0.00,100.00,Yes,693,776,2
117,A,-50.18,-100.16,0.14,0.28,0,0.00,100.00,Yes,790,776,1
118,C,-36.04,-71.94,0.14,0.27,0,0.00,100.00,Yes,661,0,3
118,B,-51.28,-102.35,0.14,0.28,0,0.00,100.00,Yes,684,762,2
118,A,-50.78,-101.35,0.15,0.29,0,0.00,100.00,Yes,794,762,1
119,C,-19.50,-38.92,0.21,0.41,0,0.00,100.00,Yes,496,0,3
119,B,-25.32,-50.54,0.24,0.48,0,0.00,100.00,Yes,486,336,2
119,A,-29.72,-59.33,0.25,0.50,0,0.00,100.00,Yes,524,336,1
120,C,-40.43,-80.69,0.17,0.34,0,0.00,100.00,Yes,705,0,1
120,B,-53.78,-107.35,0.12,0.24,0,0.00,100.00,Yes,657,838,3
120,A,-54.48,-108.75,0.13,0.26,0,0.00,100.00,Yes,823,838,2
121,C,-30.74,-61.36,0.13,0.27,0,0.00,100.00,Yes,608,0,3
121,B,-52.68,-105.15,0.13,0.26,0,0.00,100.00,Yes,663,750,2
121,A,-49.38,-98.56,0.14,0.28,0,0.00,100.00,Yes,777,750,1
122,C,-32.93,-65.74,0.16,0.31,0,0.00,100.00,Yes,630,0,3
122,B,-55.08,-109.95,0.12,0.24,0,0.00,100.00,Yes,0,851,2
122,A,-58.39,-116.54,0.12,0.25,0,0.00,100.00,Yes,786,851,1
123,C,-25.81,-51.52,0.23,0.45,0,0.00,100.00,Yes,559,0,1
123,B,-54.78,-109.34,0.12,0.25,0,0.00,100.00,Yes,0,848,3
123,A,-56.18,-112.14,0.13,0.26,0,0.00,100.00,Yes,853,848,2
124,C,-33.82,-67.50,0.17,0.34,0,0.00,100.00,Yes,639,0,1
124,B,-52.78,-105.35,0.13,0.26,0,0.00,100.00,Yes,777,782,3
124,A,-54.28,-108.34,0.14,0.28,0,0.00,100.00,Yes,810,782,1
125,C,-35.15,-70.15,0.14,0.29,0,0.00,100.00,Yes,652,0,3
125,B,-54.98,-109.73,0.14,0.27,0,0.00,100.00,Yes,748,811,2
125,A,-54.48,-108.74,0.14,0.29,0,0.00,100.00,Yes,791,811,1
126,C,-40.06,-79.96,0.12,0.24,0,0.00,100.00,Yes,701,0,3
126,B,-56.08,-111.93,0.13,0.26,0,0.00,100.00,Yes,730,825,2
126,A,-55.68,-111.14,0.14,0.28,0,0.00,100.00,Yes,808,825,1
127,C,-25.89,-51.67,0.23,0.47,0,0.00,100.00,Yes,560,0,1
127,B,-54.98,-109.75,0.12,0.24,0,0.00,100.00,Yes,0,850,3
127,A,-55.68,-111.15,0.13,0.25,0,0.00,100.00,Yes,848,850,2
128,C,-45.36,-90.55,0.15,0.30,0,0.00,100.00,Yes,754,0,1
128,B,-52.38,-104.54,0.14,0.27,0,0.00,100.00,Yes,778,781,3
128,A,-48.38,-96.56,0.15,0.29,0,0.00,100.00,Yes,3,781,2
129,C,-32.13,-64.14,0.14,0.29,0,0.00,100.00,Yes,622,0,3
129,B,-44.86,-89.54,0.17,0.33,0,0.00,100.00,Yes,236,513,2
129,A,-43.06,-85.95,0.18,0.36,0,0.00,100.00,Yes,707,513,1
130,C,-37.03,-73.90,0.16,0.31,0,0.00,100.00,Yes,671,0,3
130,B,-54.38,-108.54,0.12,0.25,0,0.00,100.00,Yes,708,787,2
130,A,-50.58,-100.96,0.13,0.26,0,0.00,100.00,Yes,769,787,1
131,C,-29.18,-58.25,0.23,0.46,0,0.00,100.00,Yes,593,0,1
131,B,-55.58,-110.94,0.12,0.25,0,0.00,100.00,Yes,705,839,3
131,A,-56.08,-111.94,0.13,0.26,0,0.00,100.00,Yes,833,839,2
132,C,-31.23,-62.33,0.15,0.30,0,0.00,100.00,Yes,613,0,3
132,B,-54.28,-108.34,0.12,0.25,0,0.00,100.00,Yes,726,785,2
132,A,-50.68,-101.16,0.13,0.26,0,0.00,100.00,Yes,786,785,1
133,C,-38.94,-77.73,0.14,0.27,0,0.00,100.00,Yes,690,0,3
133,B,6.33,12.63,0.27,0.54,0,0.00,100.00,Yes,211,27,2
133,A,-9.36,-18.69,0.29,0.57,0,0.00,100.00,Yes,375,27,1
134,C,-28.19,-56.28,0.23,0.45,0,0.00,100.00,Yes,583,0,1
134,B,-54.98,-109.73,0.14,0.27,0,0.00,100.00,Yes,801,780,3
134,A,-52.58,-104.95,0.15,0.29,0,0.00,100.00,Yes,731,780,2
135,C,-35.73,-71.31,0.15,0.30,0,0.00,100.00,Yes,658,0,3
135,B,-52.68,-105.14,0.13,0.27,0,0.00,100.00,Yes,680,775,2
135,A,-52.78,-105.35,0.14,0.28,0,0.00,100.00,Yes,793,775,1
136,C,-35.10,-70.07,0.19,0.37,0,0.00,100.00,Yes,652,0,1
136,B,-55.88,-111.54,0.13,0.25,0,0.00,100.00,Yes,798,785,3
136,A,-51.58,-102.96,0.13,0.27,0,0.00,100.00,Yes,780,785,2
137,C,-27.18,-54.25,0.24,0.49,0,0.00,100.00,Yes,573,0,1
137,B,-53.18,-106.14,0.12,0.25,0,0.00,100.00,Yes,19,819,3
137,A,-54.68,-109.15,0.13,0.26,0,0.00,100.00,Yes,817,819,2
138,C,-31.82,-63.51,0.15,0.31,0,0.00,100.00,Yes,619,0,3
138,B,-57.98,-115.73,0.12,0.24,0,0.00,100.00,Yes,785,786,2
138,A,-53.28,-106.36,0.13,0.25,0,0.00,100.00,Yes,829,786,1
139,C,-15.58,-31.11,0.23,0.46,0,0.00,100.00,Yes,457,0,1
139,B,-49.68,-99.16,0.13,0.26,0,0.00,100.00,Yes,670,749,3
139,A,-51.48,-102.75,0.14,0.27,0,0.00,100.00,Yes,810,749,2
140,C,-46.55,-92.91,0.12,0.23,0,0.00,100.00,Yes,766,0,3
140,B,-52.58,-104.94,0.13,0.25,0,0.00,100.00,Yes,704,775,2
140,A,-49.78,-99.36,0.14,0.27,0,0.00,100.00,Yes,750,775,1
141,C,-43.45,-86.72,0.13,0.25,0,0.00,100.00,Yes,735,0,3
141,B,-49.27,-98.35,0.14,0.28,0,0.00,100.00,Yes,755,728,2
141,A,-48.68,-97.16,0.15,0.30,0,0.00,100.00,Yes,786,728,1
142,C,-35.71,-71.28,0.17,0.34,0,0.00,100.00,Yes,658,0,3
142,B,-56.28,-112.33,0.13,0.26,0,0.00,100.00,Yes,842,767,3
142,A,-46.88,-93.57,0.14,0.28,0,0.00,100.00,Yes,3,767,1
143,C,-39.84,-79.52,0.14,0.27,0,0.00,100.00,Yes,699,0,3
143,B,-55.68,-111.14,0.12,0.24,0,0.00,100.00,Yes,762,778,2
143,A,-51.48,-102.76,0.13,0.26,0,0.00,100.00,Yes,812,778,1
144,C,-27.63,-55.15,0.20,0.41,0,0.00,100.00,Yes,577,0,1
144,B,-50.38,-100.56,0.12,0.24,0,0.00,100.00,Yes,782,26,3
144,A,-53.98,-107.75,0.13,0.26,0,0.00,100.00,Yes,814,26,2
145,C,-14.68,-29.30,0.24,0.48,0,0.00,100.00,Yes,448,0,1
145,B,-53.48,-106.74,0.14,0.27,0,0.00,100.00,Yes,799,778,3
145,A,-51.98,-103.75,0.14,0.29,0,0.00,100.00,Yes,798,778,2
146,C,-21.48,-42.88,0.24,0.48,0,0.00,100.00,Yes,516,0,1
146,B,-57.18,-114.14,0.12,0.24,0,0.00,100.00,Yes,762,800,3
146,A,-53.58,-106.95,0.13,0.26,0,0.00,100.00,Yes,771,800,2
147,C,-34.04,-67.94,0.14,0.28,0,0.00,100.00,Yes,641,0,3
147,B,-54.98,-109.74,0.13,0.25,0,0.00,100.00,Yes,658,814,2
147,A,-54.08,-107.95,0.13,0.27,0,0.00,100.00,Yes,801,814,1
148,C,-38.22,-76.28,0.16,0.32,0,0.00,100.00,Yes,683,0,3
148,B,-57.18,-114.13,0.13,0.25,0,0.00,100.00,Yes,717,818,2
148,A,-53.88,-107.55,0.14,0.27,0,0.00,100.00,Yes,795,818,1
149,C,-31.02,-61.92,0.16,0.31,0,0.00,100.00,Yes,611,0,3
149,B,-56.88,-113.53,0.12,0.25,0,0.00,100.00,Yes,810,818,2
149,A,-55.88,-111.54,0.13,0.26,0,0.00,100.00,Yes,847,818,1
150,C,-41.85,-83.54,0.18,0.35,0,0.00,100.00,Yes,719,0,1
150,B,-54.08,-107.93,0.14,0.27,0,0.00,100.00,Yes,815,777,3
150,A,-50.98,-101.75,0.14,0.29,0,0.00,100.00,Yes,758,777,2
151,C,-11.98,-23.91,0.24,0.47,0,0.00,100.00,Yes,421,0,1
151,B,-57.58,-114.93,0.13,0.25,0,0.00,100.00,Yes,763,777,3
151,A,-50.18,-100.16,0.13,0.27,0,0.00,100.00,Yes,787,777,2
152,C,-35.53,-70.92,0.15,0.30,0,0.00,100.00,Yes,656,0,3
152,B,-57.28,-114.34,0.12,0.24,0,0.00,100.00,Yes,756,831,2
152,A,-54.98,-109.75,0.13,0.25,0,0.00,100.00,Yes,816,831,1
153,C,-21.48,-42.87,0.25,0.50,0,0.00,100.00,Yes,516,0,1
153,B,-49.18,-98.15,0.12,0.25,0,0.00,100.00,Yes,631,161,3
153,A,-40.77,-81.38,0.15,0.29,0,0.00,100.00,Yes,601,161,2
154,C,-38.55,-76.94,0.14,0.27,0,0.00,100.00,Yes,686,0,3
154,B,-51.48,-102.75,0.14,0.27,0,0.00,100.00,Yes,684,726,2
154,A,-49.68,-99.16,0.14,0.29,0,0.00,100.00,Yes,770,726,1
155,C,-19.38,-38.67,0.25,0.51,0,0.00,100.00,Yes,495,0,1
155,B,-59.09,-117.94,0.11,0.22,0,0.00,100.00,Yes,683,831,3
155,A,-55.28,-110.35,0.12,0.24,0,0.00,100.00,Yes,838,831,2
156,C,-36.35,-72.55,0.16,0.32,0,0.00,100.00,Yes,664,0,1
156,B,-55.48,-110.74,0.12,0.24,0,0.00,100.00,Yes,427,825,3
156,A,-55.68,-111.15,0.13,0.25,0,0.00,100.00,Yes,838,825,2
157,C,-31.62,-63.12,0.16,0.31,0,0.00,100.00,Yes,617,0,3
157,B,-55.38,-110.54,0.12,0.24,0,0.00,100.00,Yes,779,797,2
157,A,-54.08,-107.95,0.13,0.26,0,0.00,100.00,Yes,814,797,1
158,C,-18.58,-37.08,0.24,0.48,0,0.00,100.00,Yes,487,0,2
158,B,6.73,13.44,0.27,0.54,0,0.00,100.00,Yes,206,49,1
158,A,-33.17,-66.20,0.13,0.27,0,0.00,100.00,Yes,586,49,3
159,C,-35.21,-70.28,0.17,0.33,0,0.00,100.00,Yes,653,0,1
159,B,-58.37,-116.51,0.10,0.21,0,0.00,100.00,Yes,849,784,3
159,A,-51.97,-103.74,0.11,0.22,0,0.00,100.00,Yes,155,784,2
160,C,-40.64,-81.12,0.12,0.25,0,0.00,100.00,Yes,707,0,3
160,B,-54.48,-108.74,0.12,0.25,0,0.00,100.00,Yes,796,777,2
160,A,-53.58,-106.95,0.13,0.26,0,0.00,100.00,Yes,795,777,1
161,C,-16.69,-33.31,0.22,0.44,0,0.00,100.00,Yes,468,0,1
161,B,-55.88,-111.54,0.13,0.25,0,0.00,100.00,Yes,788,792,3
161,A,-55.68,-111.14,0.13,0.27,0,0.00,100.00,Yes,826,792,2
162,C,-41.56,-82.94,0.17,0.35,0,0.00,100.00,Yes,716,0,1
162,B,-56.08,-111.93,0.12,0.24,0,0.00,100.00,Yes,815,787,3
162,A,-52.08,-103.96,0.13,0.26,0,0.00,100.00,Yes,809,787,2
163,C,-32.72,-65.31,0.16,0.33,0,0.00,100.00,Yes,628,0,1
163,B,-57.38,-114.53,0.12,0.25,0,0.00,100.00,Yes,755,796,3
163,A,-53.58,-106.95,0.13,0.27,0,0.00,100.00,Yes,787,796,2
164,C,-24.11,-48.12,0.17,0.35,0,0.00,100.00,Yes,542,0,3
164,B,-51.78,-103.35,0.14,0.27,0,0.00,100.00,Yes,666,818,3
164,A,-54.38,-108.54,0.15,0.29,0,0.00,100.00,Yes,828,818,1
165,C,-37.13,-74.11,0.14,0.29,0,0.00,100.00,Yes,672,0,3
165,B,-57.08,-113.94,0.12,0.23,0,0.00,100.00,Yes,582,859,2
165,A,-57.39,-114.54,0.12,0.25,0,0.00,100.00,Yes,842,859,1
166,C,-23.08,-46.06,0.24,0.48,0,0.00,100.00,Yes,532,0,1
166,B,-57.78,-115.32,0.14,0.27,0,0.00,100.00,Yes,854,758,3
166,A,-51.58,-102.95,0.14,0.29,0,0.00,100.00,Yes,803,758,2
167,C,-26.24,-52.38,0.15,0.30,0,0.00,100.00,Yes,563,0,3
167,B,-55.68,-111.14,0.12,0.25,0,0.00,100.00,Yes,829,800,2
167,A,-52.18,-104.16,0.13,0.26,0,0.00,100.00,Yes,810,800,1
168,C,-50.78,-101.36,0.10,0.21,0,0.00,100.00,Yes,808,0,3
168,B,-55.28,-110.34,0.12,0.25,0,0.00,100.00,Yes,685,821,2
168,A,-55.18,-110.15,0.13,0.26,0,0.00,100.00,Yes,783,821,1
169,C,-25.32,-50.53,0.16,0.33,0,0.00,100.00,Yes,554,0,1
169,B,-51.18,-102.15,0.12,0.24,0,0.00,100.00,Yes,60,812,3
169,A,-54.08,-107.95,0.13,0.26,0,0.00,100.00,Yes,806,812,2
170,C,-40.90,-81.64,0.19,0.37,0,0.00,100.00,Yes,710,0,1
170,B,-53.58,-106.95,0.13,0.25,0,0.00,100.00,Yes,626,823,3
170,A,-53.58,-106.95,0.13,0.27,0,0.00,100.00,Yes,829,823,2
171,C,-48.76,-97.33,0.16,0.33,0,0.00,100.00,Yes,788,0,1
171,B,-56.98,-113.73,0.13,0.26,0,0.00,100.00,Yes,839,812,3
171,A,-54.28,-108.34,0.14,0.28,0,0.00,100.00,Yes,813,812,2
172,C,-18.19,-36.30,0.21,0.41,0,0.00,100.00,Yes,483,0,1
172,B,-55.18,-110.14,0.12,0.24,0,0.00,100.00,Yes,769,789,3
172,A,-52.88,-105.56,0.13,0.25,0,0.00,100.00,Yes,788,789,2
173,C,-34.73,-69.31,0.15,0.30,0,0.00,100.00,Yes,648,0,3
173,B,-55.98,-111.74,0.13,0.25,0,0.00,100.00,Yes,777,789,2
173,A,-52.08,-103.95,0.14,0.27,0,0.00,100.00,Yes,438,789,1
174,C,-33.12,-66.11,0.16,0.32,0,0.00,100.00,Yes,632,0,3
174,B,-55.98,-111.73,0.13,0.27,0,0.00,100.00,Yes,818,745,2
174,A,-49.18,-98.16,0.14,0.28,0,0.00,100.00,Yes,709,745,1
175,C,-35.91,-71.69,0.17,0.33,0,0.00,100.00,Yes,660,0,1
175,B,-54.28,-108.35,0.12,0.23,0,0.00,100.00,Yes,729,806,3
175,A,-54.99,-109.75,0.12,0.25,0,0.00,100.00,Yes,843,806,2
176,C,-15.28,-30.49,0.24,0.48,0,0.00,100.00,Yes,454,0,1
176,B,-56.78,-113.34,0.12,0.24,0,0.00,100.00,Yes,760,837,3
176,A,-58.98,-117.73,0.13,0.26,0,0.00,100.00,Yes,857,837,2
177,C,-46.25,-92.32,0.15,0.31,0,0.00,100.00,Yes,763,0,1
177,B,-57.98,-115.73,0.12,0.24,0,0.00,100.00,Yes,762,729,3
177,A,-52.88,-105.56,0.13,0.25,0,0.00,100.00,Yes,827,729,2
178,C,-44.24,-88.31,0.13,0.25,0,0.00,100.00,Yes,743,0,3
178,B,-57.48,-114.73,0.13,0.25,0,0.00,100.00,Yes,731,780,2
178,A,-52.08,-103.95,0.14,0.27,0,0.00,100.00,Yes,810,780,1
179,C,-24.68,-49.26,0.23,0.47,0,0.00,100.00,Yes,548,0,2
179,B,-12.29,-24.53,0.24,0.48,0,0.00,100.00,Yes,409,62,2
179,A,-9.55,-19.06,0.14,0.28,0,0.00,100.00,Yes,334,62,3
180,C,-31.91,-63.69,0.18,0.35,0,0.00,100.00,Yes,620,0,1
180,B,-55.88,-111.53,0.13,0.26,0,0.00,100.00,Yes,716,776,3
180,A,-50.88,-101.56,0.14,0.27,0,0.00,100.00,Yes,807,776,2
181,C,-34.32,-68.51,0.16,0.31,0,0.00,100.00,Yes,644,0,3
181,B,-51.68,-103.16,0.12,0.23,0,0.00,100.00,Yes,0,817,3
181,A,-58.19,-116.14,0.12,0.25,0,0.00,100.00,Yes,859,817,1
182,C,-12.48,-24.90,0.25,0.50,0,0.00,100.00,Yes,426,0,1
182,B,-48.58,-96.96,0.09,0.18,0,0.00,100.00,Yes,786,0,3
182,A,-48.49,-96.78,0.12,0.23,0,0.00,100.00,Yes,785,0,2
183,C,-51.08,-101.97,0.10,0.20,0,0.00,100.00,Yes,811,0,3
183,B,-58.78,-117.33,0.12,0.23,0,0.00,100.00,Yes,814,753,2
183,A,-50.69,-101.17,0.12,0.25,0,0.00,100.00,Yes,749,753,1
184,C,-34.62,-69.10,0.16,0.32,0,0.00,100.00,Yes,647,0,3
184,B,-58.58,-116.93,0.12,0.24,0,0.00,100.00,Yes,837,803,2
184,A,-53.88,-107.55,0.13,0.26,0,0.00,100.00,Yes,826,803,1
185,C,-22.28,-44.48,0.23,0.46,0,0.00,100.00,Yes,524,0,1
185,B,-55.98,-111.74,0.12,0.23,0,0.00,100.00,Yes,757,721,3
185,A,-48.08,-95.98,0.13,0.25,0,0.00,100.00,Yes,740,721,2
186,C,-18.79,-37.50,0.22,0.45,0,0.00,100.00,Yes,489,0,1
186,B,-56.38,-112.54,0.12,0.25,0,0.00,100.00,Yes,808,807,3
186,A,-55.08,-109.95,0.13,0.26,0,0.00,100.00,Yes,813,807,2
187,C,-16.77,-33.47,0.27,0.54,0,0.00,100.00,Yes,469,0,1
187,B,-57.98,-115.73,0.12,0.25,0,0.00,100.00,Yes,827,735,3
187,A,-51.28,-102.36,0.13,0.26,0,0.00,100.00,Yes,806,735,2
188,C,-26.13,-52.16,0.15,0.29,0,0.00,100.00,Yes,562,0,3
188,B,-55.38,-110.54,0.13,0.25,0,0.00,100.00,Yes,728,771,2
188,A,-52.18,-104.15,0.14,0.27,0,0.00,100.00,Yes,738,771,1
189,C,-37.21,-74.27,0.17,0.33,0,0.00,100.00,Yes,673,0,1
189,B,-59.88,-119.53,0.12,0.24,0,0.00,100.00,Yes,777,777,3
189,A,-51.88,-103.56,0.13,0.25,0,0.00,100.00,Yes,798,777,1
190,C,-29.52,-58.91,0.17,0.34,0,0.00,100.00,Yes,596,0,1
190,B,-58.58,-116.93,0.12,0.24,0,0.00,100.00,Yes,837,758,3
190,A,-48.58,-96.97,0.13,0.26,0,0.00,100.00,Yes,748,758,1
191,C,-37.74,-75.33,0.14,0.28,0,0.00,100.00,Yes,678,0,3
191,B,-59.99,-119.73,0.11,0.22,0,0.00,100.00,Yes,712,803,2
191,A,-54.29,-108.36,0.12,0.24,0,0.00,100.00,Yes,809,803,1
192,C,-38.13,-76.11,0.15,0.29,0,0.00,100.00,Yes,682,0,3
192,B,-60.68,-121.13,0.12,0.23,0,0.00,100.00,Yes,860,813,2
192,A,-54.68,-109.15,0.13,0.25,0,0.00,100.00,Yes,825,813,1
193,C,-37.13,-74.12,0.14,0.28,0,0.00,100.00,Yes,672,0,3
193,B,-57.08,-113.92,0.13,0.27,0,0.00,100.00,Yes,804,791,2
193,A,-49.37,-98.55,0.14,0.29,0,0.00,100.00,Yes,32,791,1
194,C,-20.27,-40.47,0.25,0.50,0,0.00,100.00,Yes,504,0,1
194,B,-57.08,-113.93,0.13,0.25,0,0.00,100.00,Yes,729,817,3
194,A,-56.08,-111.94,0.13,0.27,0,0.00,100.00,Yes,816,817,2
195,C,-14.28,-28.50,0.24,0.47,0,0.00,100.00,Yes,444,0,1
195,B,-55.88,-111.54,0.12,0.25,0,0.00,100.00,Yes,816,768,3
195,A,-51.98,-103.76,0.13,0.26,0,0.00,100.00,Yes,817,768,2
196,C,-38.85,-77.54,0.15,0.30,0,0.00,100.00,Yes,586,118,3
196,B,-9.88,-19.72,0.25,0.49,0,0.00,100.00,Yes,364,56,1
196,A,-17.75,-35.43,0.14,0.29,0,0.00,100.00,Yes,304,174,3
197,C,-45.46,-90.74,0.14,0.29,0,0.00,100.00,Yes,755,0,1
197,B,-53.09,-105.96,0.11,0.21,0,0.00,100.00,Yes,825,14,3
197,A,-54.59,-108.95,0.12,0.24,0,0.00,100.00,Yes,832,14,2
198,C,-32.23,-64.34,0.15,0.30,0,0.00,100.00,Yes,623,0,3
198,B,-57.68,-115.13,0.13,0.25,0,0.00,100.00,Yes,757,800,2
198,A,-54.58,-108.95,0.14,0.27,0,0.00,100.00,Yes,804,800,1
199,C,-36.13,-72.11,0.17,0.34,0,0.00,100.00,Yes,662,0,1
199,B,-53.88,-107.55,0.12,0.24,0,0.00,100.00,Yes,710,716,3
199,A,-47.28,-94.38,0.13,0.26,0,0.00,100.00,Yes,677,716,2
200,C,-55.08,-109.94,0.10,0.20,0,0.00,100.00,Yes,851,0,3
200,B,-56.08,-111.94,0.11,0.22,0,0.00,100.00,Yes,789,722,2
200,A,-48.59,-96.98,0.12,0.24,0,0.00,100.00,Yes,786,722,1
201,C,-27.31,-54.52,0.16,0.33,0,0.00,100.00,Yes,574,0,1
201,B,-55.28,-110.35,0.12,0.23,0,0.00,100.00,Yes,744,769,3
201,A,-51.58,-102.96,0.12,0.25,0,0.00,100.00,Yes,796,769,2
202,C,-31.61,-63.10,0.17,0.34,0,0.00,100.00,Yes,617,0,1
202,B,-57.08,-113.93,0.13,0.25,0,0.00,100.00,Yes,763,795,3
202,A,-51.88,-103.56,0.13,0.27,0,0.00,100.00,Yes,758,795,2
203,C,-18.79,-37.51,0.20,0.40,0,0.00,100.00,Yes,489,0,1
203,B,-55.58,-110.94,0.12,0.24,0,0.00,100.00,Yes,713,796,3
203,A,-53.88,-107.55,0.13,0.26,0,0.00,100.00,Yes,792,796,2
204,C,-24.82,-49.54,0.16,0.33,0,0.00,100.00,Yes,549,0,1
204,B,-48.57,-96.95,0.13,0.25,0,0.00,100.00,Yes,217,770,3
204,A,-48.28,-96.37,0.13,0.25,0,0.00,100.00,Yes,32,770,2
205,C,-15.67,-31.28,0.26,0.52,0,0.00,100.00,Yes,458,0,1
205,B,-54.98,-109.74,0.12,0.24,0,0.00,100.00,Yes,817,738,3
205,A,-49.48,-98.77,0.13,0.26,0,0.00,100.00,Yes,759,738,2
206,C,-26.72,-53.33,0.16,0.32,0,0.00,100.00,Yes,568,0,3
206,B,-56.78,-113.33,0.13,0.26,0,0.00,100.00,Yes,783,791,2
206,A,-52.98,-105.75,0.14,0.28,0,0.00,100.00,Yes,825,791,1
207,C,-30.72,-61.31,0.16,0.33,0,0.00,100.00,Yes,608,0,1
207,B,-55.88,-111.55,0.11,0.23,0,0.00,100.00,Yes,830,717,3
207,A,-52.29,-104.36,0.12,0.25,0,0.00,100.00,Yes,811,717,1
208,C,-22.37,-44.66,0.25,0.49,0,0.00,100.00,Yes,525,0,1
208,B,-55.78,-111.35,0.11,0.22,0,0.00,100.00,Yes,820,689,3
208,A,-47.98,-95.77,0.12,0.24,0,0.00,100.00,Yes,583,689,2
209,C,-37.00,-73.86,0.19,0.37,0,0.00,100.00,Yes,671,0,1
209,B,-56.48,-112.74,0.11,0.22,0,0.00,100.00,Yes,794,656,3
209,A,-51.98,-103.76,0.12,0.25,0,0.00,100.00,Yes,796,656,2
210,C,-34.01,-67.89,0.17,0.35,0,0.00,100.00,Yes,641,0,1
210,B,-56.98,-113.73,0.12,0.24,0,0.00,100.00,Yes,765,776,3
210,A,-51.78,-103.36,0.13,0.26,0,0.00,100.00,Yes,775,776,2
211,C,-40.33,-80.50,0.17,0.34,0,0.00,100.00,Yes,704,0,1
211,B,-58.78,-117.33,0.11,0.22,0,0.00,100.00,Yes,800,792,3
211,A,-55.39,-110.55,0.12,0.24,0,0.00,100.00,Yes,827,792,2
212,C,-22.41,-44.73,0.16,0.33,0,0.00,100.00,Yes,525,0,1
212,B,-57.18,-114.14,0.12,0.24,0,0.00,100.00,Yes,838,797,3
212,A,-55.28,-110.35,0.13,0.26,0,0.00,100.00,Yes,826,797,1
213,C,-31.10,-62.08,0.18,0.36,0,0.00,100.00,Yes,612,0,1
213,B,-58.68,-117.13,0.12,0.23,0,0.00,100.00,Yes,830,788,3
213,A,-54.18,-108.15,0.13,0.25,0,0.00,100.00,Yes,827,788,2
214,C,-28.73,-57.34,0.15,0.30,0,0.00,100.00,Yes,588,0,3
214,B,-51.51,-102.81,0.22,0.43,0,0.00,100.00,Yes,649,674,2
214,A,-37.61,-75.07,0.22,0.44,0,0.00,100.00,Yes,3,674,1
215,C,-24.52,-48.93,0.16,0.32,0,0.00,100.00,Yes,546,0,3
215,B,-57.28,-114.33,0.13,0.25,0,0.00,100.00,Yes,770,807,2
215,A,-53.38,-106.55,0.13,0.27,0,0.00,100.00,Yes,784,807,1
216,C,-30.91,-61.69,0.18,0.35,0,0.00,100.00,Yes,610,0,1
216,B,-48.27,-96.34,0.13,0.26,0,0.00,100.00,Yes,272,728,2
216,A,-51.77,-103.34,0.13,0.26,0,0.00,100.00,Yes,127,728,2
217,C,-22.11,-44.13,0.17,0.34,0,0.00,100.00,Yes,522,0,3
217,B,-56.78,-113.33,0.13,0.26,0,0.00,100.00,Yes,854,817,2
217,A,-55.58,-110.94,0.14,0.28,0,0.00,100.00,Yes,829,817,1
218,C,-54.38,-108.55,0.11,0.21,0,0.00,100.00,Yes,844,0,3
218,B,-51.22,-102.24,0.20,0.40,0,0.00,100.00,Yes,672,705,2
218,A,-40.72,-81.28,0.20,0.40,0,0.00,100.00,Yes,3,705,1
219,C,-37.92,-75.68,0.16,0.31,0,0.00,100.00,Yes,680,0,3
219,B,-57.88,-115.53,0.12,0.25,0,0.00,100.00,Yes,787,783,2
219,A,-53.78,-107.35,0.13,0.26,0,0.00,100.00,Yes,834,783,1
220,C,-28.30,-56.49,0.18,0.36,0,0.00,100.00,Yes,578,10,1
220,B,-34.26,-68.39,0.07,0.13,0,0.00,100.00,Yes,634,11,2
220,A,1.66,3.32,0.10,0.21,0,0.00,100.00,Yes,263,21,2
221,C,-54.28,-108.34,0.11,0.22,0,0.00,100.00,Yes,843,0,3
221,B,-58.38,-116.53,0.12,0.23,0,0.00,100.00,Yes,785,704,2
