episode,agent,avg_reward,avg_reward_10s,avg_progress,avg_progress_10s,wrong_way_count,wrong_way_percentage,right_way_percentage,collision_occurred,collision_count,opponent_collision_count,most_frequent_rank
13,C,-30.64,-61.15,0.18,0.36,0,0.00,100.00,Yes,588,147,3
13,B,-21.84,-43.58,0.20,0.40,0,0.00,100.00,Yes,497,182,1
13,A,-27.44,-54.78,0.19,0.39,0,0.00,100.00,Yes,546,329,2
14,C,-18.84,-37.60,0.18,0.35,0,0.00,100.00,Yes,441,65,3
14,B,-23.44,-46.78,0.19,0.39,0,0.00,100.00,Yes,0,600,2
14,A,-32.14,-64.15,0.20,0.40,0,0.00,100.00,Yes,540,535,1
15,C,-13.54,-27.02,0.18,0.36,0,0.00,100.00,Yes,436,0,3
15,B,-8.03,-16.03,0.19,0.38,0,0.00,100.00,Yes,274,115,2
15,A,-19.73,-39.38,0.20,0.41,0,0.00,100.00,Yes,450,115,1
16,C,-32.16,-64.19,0.15,0.31,0,0.00,100.00,Yes,80,547,3
16,B,-40.06,-79.96,0.17,0.34,0,0.00,100.00,Yes,591,673,1
16,A,-43.67,-87.16,0.17,0.34,0,0.00,100.00,Yes,339,1220,2
17,C,-26.25,-52.39,0.17,0.34,0,0.00,100.00,Yes,221,342,3
17,B,-27.55,-54.99,0.19,0.37,0,0.00,100.00,Yes,365,561,2
17,A,-40.06,-79.95,0.19,0.38,0,0.00,100.00,Yes,641,903,1
18,C,-25.03,-49.96,0.19,0.37,0,0.00,100.00,Yes,551,0,3
18,B,-19.03,-37.97,0.20,0.40,0,0.00,100.00,Yes,0,491,2
18,A,-27.13,-54.15,0.21,0.42,0,0.00,100.00,Yes,441,491,1
19,C,-26.93,-53.75,0.19,0.38,0,0.00,100.00,Yes,552,60,3
19,B,-23.53,-46.96,0.20,0.40,0,0.00,100.00,Yes,0,596,2
19,A,-29.93,-59.74,0.21,0.42,0,0.00,100.00,Yes,431,536,1
20,C,-28.94,-57.76,0.16,0.31,0,0.00,100.00,Yes,590,0,3
20,B,-22.84,-45.58,0.19,0.38,0,0.00,100.00,Yes,529,0,2
20,A,-1.82,-3.63,0.22,0.44,0,0.00,100.00,Yes,319,0,1
21,C,-26.84,-53.57,0.18,0.35,0,0.00,100.00,Yes,569,0,3
21,B,-7.52,-15.01,0.20,0.41,0,0.00,100.00,Yes,376,52,2
21,A,-19.73,-39.38,0.21,0.42,0,0.00,100.00,Yes,487,52,1
22,C,-31.54,-62.96,0.18,0.36,0,0.00,100.00,Yes,571,343,3
22,B,-19.04,-38.01,0.19,0.37,0,0.00,100.00,Yes,432,343,2
22,A,-2.92,-5.82,0.22,0.43,0,0.00,100.00,Yes,330,0,1
23,C,-19.94,-39.80,0.17,0.34,0,0.00,100.00,Yes,485,37,3
23,B,-18.54,-37.01,0.18,0.36,0,0.00,100.00,Yes,475,37,2
23,A,-7.51,-14.98,0.24,0.47,0,0.00,100.00,Yes,376,0,1
24,C,-30.33,-60.55,0.19,0.38,0,0.00,100.00,Yes,496,132,3
24,B,4.67,9.32,0.19,0.39,0,0.00,100.00,Yes,199,230,3
24,A,-15.94,-31.81,0.21,0.42,0,0.00,100.00,Yes,431,362,1
25,C,-26.54,-52.97,0.17,0.34,0,0.00,100.00,Yes,410,162,3
25,B,-15.04,-30.01,0.20,0.41,0,0.00,100.00,Yes,448,250,1
25,A,-24.75,-49.39,0.21,0.41,0,0.00,100.00,Yes,474,412,2
26,C,-20.93,-41.78,0.19,0.37,0,0.00,100.00,Yes,493,36,3
26,B,-12.63,-25.20,0.20,0.40,0,0.00,100.00,Yes,399,36,2
26,A,18.90,37.72,0.24,0.48,0,0.00,100.00,Yes,112,0,1
27,C,-17.33,-34.60,0.19,0.37,0,0.00,100.00,Yes,474,4,3
27,B,-13.23,-26.41,0.20,0.40,0,0.00,100.00,Yes,433,4,2
27,A,21.01,41.93,0.24,0.48,0,0.00,100.00,Yes,91,0,1
28,C,-25.52,-50.93,0.20,0.39,0,0.00,100.00,Yes,554,15,3
28,B,-1.52,-3.03,0.21,0.41,0,0.00,100.00,Yes,254,77,2
28,A,15.09,30.13,0.23,0.46,0,0.00,100.00,Yes,88,62,1
29,C,-30.23,-60.34,0.19,0.38,0,0.00,100.00,Yes,554,114,3
29,B,-16.62,-33.18,0.20,0.40,0,0.00,100.00,Yes,426,114,2
29,A,7.01,13.98,0.25,0.50,0,0.00,100.00,Yes,231,0,1
30,C,-32.73,-65.33,0.19,0.39,0,0.00,100.00,Yes,625,32,3
30,B,-10.12,-20.21,0.21,0.42,0,0.00,100.00,Yes,390,32,2
30,A,2.51,5.00,0.25,0.49,0,0.00,100.00,Yes,276,0,1
31,C,-30.55,-60.97,0.18,0.35,0,0.00,100.00,Yes,389,405,3
31,B,-32.25,-64.36,0.20,0.39,0,0.00,100.00,Yes,574,567,1
31,A,-40.05,-79.94,0.19,0.39,0,0.00,100.00,Yes,616,972,2
32,C,-37.45,-74.75,0.18,0.36,0,0.00,100.00,Yes,648,524,3
32,B,-24.45,-48.81,0.19,0.38,0,0.00,100.00,Yes,517,524,2
32,A,27.31,54.51,0.26,0.51,0,0.00,100.00,Yes,28,0,1
33,C,-31.02,-61.92,0.19,0.38,0,0.00,100.00,Yes,611,0,3
33,B,-11.42,-22.79,0.21,0.41,0,0.00,100.00,Yes,415,0,2
33,A,25.12,50.14,0.28,0.55,0,0.00,100.00,Yes,50,0,1
34,C,-19.22,-38.36,0.19,0.37,0,0.00,100.00,Yes,493,0,3
34,B,-37.76,-75.36,0.17,0.33,0,0.00,100.00,Yes,271,407,2
34,A,-27.74,-55.37,0.16,0.31,0,0.00,100.00,Yes,171,407,3
35,C,-52.99,-105.76,0.10,0.19,0,0.00,100.00,Yes,830,0,3
35,B,-15.41,-30.77,0.22,0.43,0,0.00,100.00,Yes,0,455,2
35,A,-24.62,-49.13,0.23,0.46,0,0.00,100.00,Yes,280,455,1
36,C,-29.22,-58.32,0.20,0.40,0,0.00,100.00,Yes,580,33,2
36,B,-5.12,-10.21,0.21,0.41,0,0.00,100.00,Yes,293,78,1
36,A,-42.68,-85.18,0.15,0.29,0,0.00,100.00,Yes,688,45,3
37,C,-35.16,-70.17,0.17,0.33,0,0.00,100.00,Yes,652,0,3
37,B,-1.41,-2.82,0.21,0.42,0,0.00,100.00,Yes,315,0,2
37,A,25.31,50.53,0.26,0.51,0,0.00,100.00,Yes,48,0,1
38,C,-21.92,-43.76,0.19,0.38,0,0.00,100.00,Yes,514,21,3
38,B,-10.62,-21.21,0.21,0.42,0,0.00,100.00,Yes,406,21,2
38,A,30.13,60.13,0.28,0.55,0,0.00,100.00,No,0,0,1
39,C,-48.57,-96.94,0.15,0.29,0,0.00,100.00,Yes,69,727,3
39,B,-43.37,-86.56,0.15,0.31,0,0.00,100.00,Yes,558,727,2
39,A,21.11,42.13,0.26,0.51,0,0.00,100.00,Yes,90,0,1
40,C,-16.93,-33.79,0.18,0.36,0,0.00,100.00,Yes,470,0,2
40,B,-1.21,-2.41,0.22,0.44,0,0.00,100.00,Yes,283,30,1
40,A,-3.63,-7.25,0.08,0.16,0,0.00,100.00,Yes,307,30,3
41,C,-23.62,-47.14,0.20,0.40,0,0.00,100.00,Yes,529,27,3
41,B,-6.11,-12.20,0.21,0.42,0,0.00,100.00,Yes,359,27,2
41,A,28.01,55.91,0.25,0.49,0,0.00,100.00,Yes,21,0,1
42,C,-24.11,-48.13,0.20,0.40,0,0.00,100.00,Yes,542,0,2
42,B,8.49,16.95,0.22,0.44,0,0.00,100.00,Yes,158,58,1
42,A,-5.55,-11.07,0.15,0.31,552,55.20,44.80,Yes,303,58,3
43,C,-17.71,-35.35,0.21,0.41,0,0.00,100.00,Yes,444,40,3
43,B,9.49,18.95,0.22,0.44,0,0.00,100.00,Yes,185,54,2
43,A,22.01,43.93,0.25,0.51,0,0.00,100.00,Yes,67,14,1
44,C,-31.42,-62.72,0.19,0.39,0,0.00,100.00,Yes,615,0,3
44,B,4.40,8.78,0.22,0.43,0,0.00,100.00,Yes,257,0,2
44,A,29.21,58.30,0.26,0.52,0,0.00,100.00,Yes,9,0,1
45,C,-29.53,-58.93,0.20,0.39,0,0.00,100.00,Yes,596,0,1
45,B,-45.46,-90.74,0.17,0.34,0,0.00,100.00,Yes,62,739,3
45,A,-45.86,-91.54,0.18,0.35,0,0.00,100.00,Yes,599,739,2
46,C,-15.20,-30.35,0.21,0.42,0,0.00,100.00,Yes,443,10,3
46,B,8.00,15.96,0.22,0.44,0,0.00,100.00,Yes,211,10,2
46,A,19.72,39.37,0.27,0.55,0,0.00,100.00,Yes,104,0,1
47,C,-24.82,-49.54,0.20,0.39,0,0.00,100.00,Yes,549,0,3
47,B,4.99,9.96,0.22,0.44,0,0.00,100.00,Yes,213,38,1
47,A,6.76,13.50,0.17,0.33,393,39.30,60.70,Yes,195,38,1
48,C,-27.61,-55.11,0.20,0.39,0,0.00,100.00,Yes,577,0,3
48,B,4.70,9.37,0.22,0.43,0,0.00,100.00,Yes,254,0,2
48,A,22.52,44.95,0.27,0.55,0,0.00,100.00,Yes,76,0,1
49,C,-32.51,-64.90,0.21,0.41,0,0.00,100.00,Yes,626,0,3
49,B,3.70,7.38,0.23,0.45,0,0.00,100.00,Yes,264,0,2
49,A,17.81,35.54,0.26,0.52,0,0.00,100.00,Yes,123,0,1
50,C,-25.71,-51.31,0.22,0.43,0,0.00,100.00,Yes,558,0,1
50,B,4.58,9.13,0.17,0.35,0,0.00,100.00,Yes,20,235,2
50,A,-34.77,-69.41,0.12,0.24,0,0.00,100.00,Yes,413,235,3
51,C,-30.21,-60.30,0.21,0.41,0,0.00,100.00,Yes,603,0,3
51,B,9.60,19.16,0.22,0.45,0,0.00,100.00,Yes,200,5,2
51,A,26.52,52.94,0.27,0.54,0,0.00,100.00,Yes,31,5,1
52,C,-32.96,-65.79,0.11,0.21,0,0.00,100.00,Yes,630,0,3
52,B,17.90,35.74,0.24,0.47,0,0.00,100.00,Yes,122,0,2
52,A,30.13,60.13,0.28,0.56,0,0.00,100.00,No,0,0,1
53,C,-16.51,-32.95,0.20,0.40,0,0.00,100.00,Yes,466,0,3
53,B,20.30,40.52,0.23,0.46,0,0.00,100.00,Yes,98,0,2
53,A,26.13,52.15,0.28,0.56,0,0.00,100.00,Yes,40,0,1
54,C,-31.61,-63.09,0.20,0.41,0,0.00,100.00,Yes,617,0,1
54,B,-54.98,-109.73,0.14,0.27,0,0.00,100.00,Yes,0,850,3
54,A,-55.58,-110.94,0.14,0.28,0,0.00,100.00,Yes,801,850,2
55,C,-19.11,-38.15,0.20,0.39,0,0.00,100.00,Yes,492,0,1
55,B,-48.57,-96.94,0.16,0.32,0,0.00,100.00,Yes,732,751,3
55,A,-46.07,-91.95,0.17,0.34,0,0.00,100.00,Yes,691,751,2
56,C,-30.80,-61.49,0.21,0.42,0,0.00,100.00,Yes,586,39,3
56,B,11.00,21.95,0.22,0.45,0,0.00,100.00,Yes,182,39,2
56,A,27.71,55.32,0.26,0.52,0,0.00,100.00,Yes,24,0,1
57,C,-23.52,-46.94,0.21,0.43,0,0.00,100.00,Yes,536,0,1
57,B,-45.77,-91.36,0.14,0.29,0,0.00,100.00,Yes,596,162,3
57,A,-38.37,-76.59,0.15,0.30,0,0.00,100.00,Yes,522,162,2
58,C,-20.39,-40.70,0.23,0.46,0,0.00,100.00,Yes,498,11,3
58,B,21.31,42.53,0.24,0.48,0,0.00,100.00,Yes,77,11,2
58,A,15.72,31.38,0.26,0.53,0,0.00,100.00,Yes,144,0,1
59,C,-21.10,-42.11,0.22,0.44,0,0.00,100.00,Yes,512,0,3
59,B,13.50,26.95,0.23,0.47,0,0.00,100.00,Yes,166,0,2
59,A,27.63,55.15,0.28,0.56,0,0.00,100.00,Yes,25,0,1
60,C,-24.00,-47.90,0.22,0.44,0,0.00,100.00,Yes,541,0,3
60,B,15.21,30.36,0.25,0.49,0,0.00,100.00,Yes,149,0,2
60,A,1.60,3.20,0.28,0.55,0,0.00,100.00,Yes,285,0,1
61,C,-22.72,-45.35,0.18,0.36,0,0.00,100.00,Yes,528,0,3
61,B,-38.55,-76.95,0.18,0.37,0,0.00,100.00,Yes,301,670,2
61,A,-38.45,-76.76,0.19,0.38,0,0.00,100.00,Yes,614,670,1
62,C,-25.42,-50.74,0.20,0.39,0,0.00,100.00,Yes,555,0,3
62,B,21.00,41.93,0.24,0.48,0,0.00,100.00,Yes,91,0,2
62,A,29.33,58.55,0.30,0.59,0,0.00,100.00,Yes,8,0,1
63,C,-17.80,-35.53,0.21,0.42,0,0.00,100.00,Yes,479,0,1
63,B,-47.67,-95.15,0.15,0.29,0,0.00,100.00,Yes,717,749,3
63,A,-48.97,-97.75,0.16,0.31,0,0.00,100.00,Yes,765,749,2
64,C,-29.60,-59.08,0.22,0.43,0,0.00,100.00,Yes,597,0,2
64,B,11.81,23.56,0.23,0.47,0,0.00,100.00,Yes,183,0,1
64,A,-34.76,-69.38,0.19,0.37,0,0.00,100.00,Yes,648,0,3
65,C,-40.74,-81.32,0.20,0.39,0,0.00,100.00,Yes,669,462,2
65,B,-20.45,-40.81,0.20,0.40,0,0.00,100.00,Yes,431,462,1
65,A,-34.06,-67.98,0.19,0.38,0,0.00,100.00,Yes,641,0,3
66,C,-14.40,-28.74,0.22,0.44,0,0.00,100.00,Yes,445,0,3
66,B,17.12,34.17,0.26,0.51,0,0.00,100.00,Yes,130,0,1
66,A,-9.12,-18.20,0.21,0.43,0,0.00,100.00,Yes,392,0,2
67,C,-16.30,-32.54,0.21,0.42,0,0.00,100.00,Yes,464,0,2
67,B,14.41,28.76,0.24,0.49,0,0.00,100.00,Yes,157,0,1
67,A,-42.06,-83.96,0.18,0.36,0,0.00,100.00,Yes,721,0,3
68,C,-25.19,-50.28,0.23,0.45,0,0.00,100.00,Yes,553,0,1
68,B,-47.06,-93.94,0.17,0.33,0,0.00,100.00,Yes,657,769,3
68,A,-46.86,-93.54,0.17,0.35,0,0.00,100.00,Yes,0,769,2
69,C,-54.39,-108.56,0.10,0.19,0,0.00,100.00,Yes,844,0,3
69,B,-8.94,-17.84,0.17,0.34,0,0.00,100.00,Yes,3,387,1
69,A,-44.97,-89.77,0.15,0.31,0,0.00,100.00,Yes,724,387,2
70,C,-31.54,-62.96,0.13,0.26,0,0.00,100.00,Yes,616,0,3
70,B,20.42,40.75,0.25,0.50,0,0.00,100.00,Yes,97,0,2
70,A,19.93,39.77,0.28,0.55,0,0.00,100.00,Yes,102,0,1
71,C,-34.54,-68.95,0.13,0.25,0,0.00,100.00,Yes,646,0,3
71,B,19.32,38.57,0.27,0.54,0,0.00,100.00,Yes,108,0,2
71,A,27.53,54.96,0.28,0.57,0,0.00,100.00,Yes,26,0,1
72,C,-28.62,-57.12,0.21,0.41,0,0.00,100.00,Yes,587,0,1
72,B,-51.38,-102.55,0.13,0.27,0,0.00,100.00,Yes,0,814,3
72,A,-55.18,-110.14,0.14,0.28,0,0.00,100.00,Yes,803,814,2
73,C,-26.69,-53.27,0.23,0.46,0,0.00,100.00,Yes,568,0,1
73,B,-46.67,-93.16,0.15,0.29,0,0.00,100.00,Yes,714,735,3
73,A,-46.77,-93.36,0.15,0.31,0,0.00,100.00,Yes,720,735,2
74,C,-29.60,-59.08,0.22,0.43,0,0.00,100.00,Yes,597,0,1
74,B,-53.98,-107.74,0.14,0.27,0,0.00,100.00,Yes,761,788,3
74,A,-51.78,-103.35,0.14,0.29,0,0.00,100.00,Yes,779,788,2
75,C,-21.10,-42.11,0.22,0.43,0,0.00,100.00,Yes,512,0,1
75,B,-52.27,-104.34,0.14,0.29,0,0.00,100.00,Yes,380,788,3
75,A,-52.68,-105.14,0.15,0.30,0,0.00,100.00,Yes,759,788,2
76,C,-16.39,-32.71,0.23,0.46,0,0.00,100.00,Yes,465,0,1
76,B,-50.98,-101.75,0.13,0.27,0,0.00,100.00,Yes,0,810,3
76,A,-53.38,-106.55,0.14,0.28,0,0.00,100.00,Yes,783,810,2
77,C,-18.39,-36.71,0.23,0.45,0,0.00,100.00,Yes,485,0,1
77,B,-47.37,-94.55,0.15,0.31,0,0.00,100.00,Yes,614,735,3
77,A,-45.57,-90.96,0.16,0.32,0,0.00,100.00,Yes,709,735,2
78,C,-15.99,-31.92,0.23,0.45,0,0.00,100.00,Yes,461,0,1
78,B,-51.98,-103.75,0.14,0.27,0,0.00,100.00,Yes,58,769,3
78,A,-52.28,-104.35,0.14,0.29,0,0.00,100.00,Yes,814,769,2
79,C,-23.59,-47.08,0.24,0.47,0,0.00,100.00,Yes,537,0,3
79,B,14.81,29.56,0.25,0.50,0,0.00,100.00,Yes,153,0,2
79,A,-1.47,-2.93,0.29,0.57,0,0.00,100.00,Yes,316,0,1
80,C,-7.78,-15.53,0.25,0.50,0,0.00,100.00,Yes,379,0,1
80,B,-47.47,-94.75,0.15,0.31,0,0.00,100.00,Yes,725,720,3
80,A,-45.37,-90.56,0.16,0.32,0,0.00,100.00,Yes,738,720,2
81,C,-23.80,-47.50,0.21,0.43,0,0.00,100.00,Yes,539,0,3
81,B,3.01,6.00,0.24,0.47,0,0.00,100.00,Yes,254,17,2
81,A,-9.70,-19.36,0.26,0.51,0,0.00,100.00,Yes,392,17,1
82,C,-35.33,-70.52,0.15,0.31,0,0.00,100.00,Yes,654,0,3
82,B,-53.18,-106.15,0.12,0.25,0,0.00,100.00,Yes,0,832,2
82,A,-56.28,-112.34,0.13,0.26,0,0.00,100.00,Yes,826,832,1
83,C,-31.51,-62.89,0.19,0.38,0,0.00,100.00,Yes,616,0,3
83,B,7.61,15.20,0.25,0.49,0,0.00,100.00,Yes,89,136,2
83,A,-16.91,-33.74,0.24,0.48,0,0.00,100.00,Yes,357,136,1
84,C,-18.10,-36.13,0.21,0.41,0,0.00,100.00,Yes,482,0,3
84,B,17.62,35.16,0.26,0.52,0,0.00,100.00,Yes,54,71,2
84,A,4.64,9.26,0.29,0.58,0,0.00,100.00,Yes,222,71,1
85,C,-14.68,-29.31,0.25,0.49,0,0.00,100.00,Yes,448,0,1
85,B,-24.24,-48.39,0.13,0.25,0,0.00,100.00,Yes,148,395,2
85,A,-45.47,-90.76,0.15,0.29,0,0.00,100.00,Yes,419,395,3
86,C,-46.36,-92.53,0.11,0.22,0,0.00,100.00,Yes,764,0,3
86,B,-49.47,-98.75,0.14,0.29,0,0.00,100.00,Yes,701,758,2
86,A,-48.97,-97.75,0.15,0.30,0,0.00,100.00,Yes,770,758,1
87,C,-14.59,-29.11,0.24,0.48,0,0.00,100.00,Yes,447,0,1
87,B,-54.98,-109.74,0.12,0.25,0,0.00,100.00,Yes,616,839,3
87,A,-55.78,-111.34,0.13,0.26,0,0.00,100.00,Yes,823,839,2
88,C,-15.38,-30.71,0.24,0.48,0,0.00,100.00,Yes,455,0,1
88,B,-33.87,-67.60,0.14,0.27,0,0.00,100.00,Yes,376,263,2
88,A,-32.17,-64.20,0.13,0.25,0,0.00,100.00,Yes,361,263,3
89,C,-48.27,-96.35,0.10,0.20,0,0.00,100.00,Yes,783,0,3
89,B,-48.97,-97.75,0.14,0.28,0,0.00,100.00,Yes,679,715,2
89,A,-49.28,-98.36,0.15,0.29,0,0.00,100.00,Yes,770,715,1
90,C,-42.14,-84.11,0.14,0.27,0,0.00,100.00,Yes,722,0,3
90,B,-40.35,-80.55,0.16,0.32,0,0.00,100.00,Yes,305,399,2
90,A,-34.16,-68.18,0.18,0.36,0,0.00,100.00,Yes,306,399,1
91,C,-50.59,-100.97,0.10,0.20,0,0.00,100.00,Yes,806,0,3
91,B,-46.98,-93.77,0.13,0.27,0,0.00,100.00,Yes,666,733,2
91,A,-48.48,-96.76,0.14,0.29,0,0.00,100.00,Yes,771,733,1
92,C,-32.82,-65.51,0.22,0.43,0,0.00,100.00,Yes,629,0,1
92,B,-50.07,-99.94,0.14,0.29,0,0.00,100.00,Yes,0,801,3
92,A,-50.37,-100.55,0.15,0.30,0,0.00,100.00,Yes,764,801,2
93,C,-21.69,-43.29,0.23,0.46,0,0.00,100.00,Yes,518,0,1
93,B,-55.18,-110.13,0.14,0.27,0,0.00,100.00,Yes,726,778,3
93,A,-49.48,-98.76,0.15,0.29,0,0.00,100.00,Yes,758,778,2
94,C,-24.59,-49.09,0.23,0.45,0,0.00,100.00,Yes,547,0,3
94,B,16.62,33.18,0.26,0.51,0,0.00,100.00,Yes,81,54,2
94,A,-13.28,-26.50,0.27,0.54,0,0.00,100.00,Yes,404,54,1
95,C,-19.59,-39.10,0.22,0.44,0,0.00,100.00,Yes,497,0,1
95,B,-55.98,-111.73,0.13,0.26,0,0.00,100.00,Yes,812,772,3
95,A,-51.78,-103.35,0.14,0.28,0,0.00,100.00,Yes,804,772,2
96,C,-16.69,-33.31,0.23,0.46,0,0.00,100.00,Yes,468,0,1
96,B,-52.98,-105.74,0.13,0.27,0,0.00,100.00,Yes,775,792,3
96,A,-51.68,-103.15,0.14,0.28,0,0.00,100.00,Yes,766,792,2
97,C,-19.39,-38.70,0.22,0.45,0,0.00,100.00,Yes,495,0,1
97,B,-56.68,-113.14,0.12,0.25,0,0.00,100.00,Yes,785,799,3
97,A,-52.58,-104.96,0.13,0.27,0,0.00,100.00,Yes,821,799,2
98,C,-38.45,-76.74,0.14,0.28,0,0.00,100.00,Yes,685,0,3
98,B,-56.78,-113.33,0.12,0.25,0,0.00,100.00,Yes,0,868,2
98,A,-56.78,-113.34,0.13,0.26,0,0.00,100.00,Yes,829,868,1
99,C,-19.09,-38.10,0.23,0.45,0,0.00,100.00,Yes,492,0,1
99,B,-52.17,-104.14,0.13,0.25,0,0.00,100.00,Yes,48,798,3
99,A,-51.88,-103.56,0.13,0.26,0,0.00,100.00,Yes,789,798,2
100,C,-25.58,-51.06,0.24,0.48,0,0.00,100.00,Yes,557,0,3
100,B,26.62,53.14,0.27,0.53,0,0.00,100.00,Yes,35,0,2
100,A,6.64,13.25,0.29,0.59,0,0.00,100.00,Yes,235,0,1
101,C,-35.04,-69.93,0.14,0.28,0,0.00,100.00,Yes,651,0,3
101,B,-51.38,-102.55,0.14,0.28,0,0.00,100.00,Yes,717,735,2
101,A,-45.98,-91.77,0.15,0.30,0,0.00,100.00,Yes,750,735,1
102,C,-44.47,-88.76,0.13,0.26,0,0.00,100.00,Yes,745,0,3
102,B,10.81,21.59,0.23,0.45,0,0.00,100.00,Yes,193,0,2
102,A,-18.11,-36.14,0.26,0.53,0,0.00,100.00,Yes,482,0,1
103,C,-41.65,-83.13,0.11,0.23,0,0.00,100.00,Yes,717,0,3
103,B,-54.88,-109.55,0.12,0.24,0,0.00,100.00,Yes,809,44,2
103,A,-55.68,-111.15,0.13,0.26,0,0.00,100.00,Yes,813,44,1
104,C,-21.99,-43.89,0.23,0.46,0,0.00,100.00,Yes,521,0,1
104,B,-47.27,-94.35,0.15,0.29,0,0.00,100.00,Yes,682,749,3
104,A,-47.77,-95.36,0.15,0.31,0,0.00,100.00,Yes,717,749,2
105,C,-25.50,-50.90,0.20,0.39,0,0.00,100.00,Yes,556,0,1
105,B,-52.28,-104.35,0.13,0.26,0,0.00,100.00,Yes,697,795,3
105,A,-52.98,-105.75,0.14,0.28,0,0.00,100.00,Yes,830,795,2
106,C,-22.40,-44.70,0.23,0.45,0,0.00,100.00,Yes,525,0,3
106,B,5.12,10.23,0.26,0.53,0,0.00,100.00,Yes,250,0,2
106,A,0.62,1.23,0.27,0.54,0,0.00,100.00,Yes,295,0,1
107,C,-23.78,-47.47,0.23,0.46,0,0.00,100.00,Yes,539,0,1
107,B,-53.67,-107.13,0.14,0.28,0,0.00,100.00,Yes,794,774,3
107,A,-50.98,-101.75,0.15,0.30,0,0.00,100.00,Yes,740,774,2
108,C,-38.35,-76.55,0.13,0.26,0,0.00,100.00,Yes,684,0,3
108,B,-55.58,-110.93,0.13,0.25,0,0.00,100.00,Yes,744,787,2
108,A,-50.78,-101.36,0.13,0.27,0,0.00,100.00,Yes,781,787,1
109,C,-22.71,-45.33,0.18,0.37,0,0.00,100.00,Yes,528,0,1
109,B,-45.48,-90.78,0.13,0.26,0,0.00,100.00,Yes,0,755,3
109,A,-52.68,-105.15,0.14,0.27,0,0.00,100.00,Yes,824,755,2
110,C,-22.89,-45.69,0.24,0.47,0,0.00,100.00,Yes,468,132,3
110,B,-0.89,-1.78,0.24,0.47,0,0.00,100.00,Yes,213,168,2
110,A,-22.41,-44.73,0.26,0.52,0,0.00,100.00,Yes,524,36,1
111,C,-33.91,-67.69,0.22,0.44,0,0.00,100.00,Yes,640,0,1
