episode,agent,avg_reward,avg_reward_10s,avg_progress,avg_progress_10s,wrong_way_count,wrong_way_percentage,right_way_percentage,collision_occurred,collision_count,opponent_collision_count,most_frequent_rank
109,B,30.03,59.94,0.12,0.23,0,0.00,100.00,No,0,0,2
110,C,-57.18,-114.13,0.10,0.20,0,0.00,100.00,Yes,0,872,3
110,A,-57.18,-114.14,0.11,0.22,0,0.00,100.00,Yes,0,872,2
110,B,30.03,59.93,0.12,0.23,0,0.00,100.00,No,0,0,1
111,C,-18.94,-37.81,0.13,0.27,0,0.00,100.00,Yes,452,38,3
111,A,-14.38,-28.71,0.12,0.23,0,0.00,100.00,Yes,0,444,1
111,B,-10.58,-21.12,0.11,0.22,0,0.00,100.00,Yes,0,406,3
112,C,-60.48,-120.72,0.10,0.19,0,0.00,100.00,Yes,0,905,3
112,A,-60.49,-120.73,0.11,0.21,0,0.00,100.00,Yes,0,905,2
112,B,30.02,59.93,0.11,0.22,0,0.00,100.00,No,0,0,1
113,C,-27.64,-55.17,0.17,0.34,0,0.00,100.00,Yes,550,27,1
113,A,27.31,54.52,0.11,0.22,0,0.00,100.00,Yes,0,27,3
113,B,21.83,43.56,0.11,0.23,0,0.00,100.00,Yes,82,0,2
114,C,-60.68,-121.12,0.10,0.20,0,0.00,100.00,Yes,0,907,3
114,A,-60.69,-121.13,0.11,0.21,0,0.00,100.00,Yes,0,907,2
114,B,17.23,34.39,0.12,0.24,0,0.00,100.00,Yes,128,0,1
115,C,-31.45,-62.78,0.12,0.25,0,0.00,100.00,Yes,559,56,3
115,A,24.42,48.73,0.11,0.22,0,0.00,100.00,Yes,0,56,1
115,B,30.03,59.93,0.12,0.23,0,0.00,100.00,No,0,0,2
116,C,-28.04,-55.97,0.15,0.30,0,0.00,100.00,Yes,520,61,1
116,A,-22.58,-45.08,0.11,0.23,0,0.00,100.00,Yes,0,526,3
116,B,-16.48,-32.89,0.11,0.23,0,0.00,100.00,Yes,0,465,2
117,C,-16.34,-32.61,0.16,0.32,0,0.00,100.00,Yes,336,128,1
117,A,-26.98,-53.86,0.12,0.23,0,0.00,100.00,Yes,0,570,2
117,B,-14.18,-28.31,0.11,0.21,0,0.00,100.00,Yes,143,442,3
118,C,-52.28,-104.35,0.10,0.20,0,0.00,100.00,Yes,0,823,3
118,A,-52.28,-104.36,0.11,0.22,0,0.00,100.00,Yes,0,823,2
118,B,30.03,59.94,0.12,0.24,0,0.00,100.00,No,0,0,1
119,C,-56.78,-113.34,0.10,0.20,0,0.00,100.00,Yes,0,868,3
119,A,-56.79,-113.35,0.11,0.21,0,0.00,100.00,Yes,0,868,1
119,B,30.02,59.93,0.11,0.21,0,0.00,100.00,No,0,0,1
120,C,-20.03,-39.98,0.17,0.35,0,0.00,100.00,Yes,501,0,1
120,A,-7.88,-15.73,0.12,0.23,0,0.00,100.00,Yes,0,379,3
120,B,-7.88,-15.72,0.11,0.22,0,0.00,100.00,Yes,0,379,2
121,C,-16.24,-32.42,0.14,0.28,0,0.00,100.00,Yes,42,421,2
121,A,-45.38,-90.58,0.13,0.25,0,0.00,100.00,Yes,333,442,1
121,B,27.92,55.73,0.11,0.21,0,0.00,100.00,Yes,0,21,3
122,C,-21.44,-42.80,0.14,0.28,0,0.00,100.00,Yes,476,39,1
122,A,26.11,52.12,0.11,0.21,0,0.00,100.00,Yes,0,39,3
122,B,30.03,59.93,0.11,0.23,0,0.00,100.00,No,0,0,2
123,C,-38.94,-77.73,0.13,0.26,0,0.00,100.00,Yes,642,48,1
123,A,25.21,50.33,0.11,0.22,0,0.00,100.00,Yes,0,48,3
123,B,9.03,18.02,0.12,0.23,0,0.00,100.00,Yes,210,0,2
124,C,-25.85,-51.60,0.13,0.27,0,0.00,100.00,Yes,0,559,2
124,A,-52.98,-105.75,0.13,0.26,0,0.00,100.00,Yes,381,559,1
124,B,30.03,59.94,0.12,0.24,0,0.00,100.00,No,0,0,3
125,C,-35.04,-69.94,0.15,0.30,0,0.00,100.00,Yes,501,150,1
125,A,2.62,5.22,0.12,0.24,0,0.00,100.00,Yes,29,245,2
125,B,20.52,40.96,0.11,0.21,0,0.00,100.00,Yes,0,95,3
126,C,-31.85,-63.57,0.12,0.24,0,0.00,100.00,Yes,570,49,3
126,A,25.11,50.13,0.11,0.21,0,0.00,100.00,Yes,0,49,2
126,B,30.03,59.93,0.12,0.23,0,0.00,100.00,No,0,0,2
127,C,-20.24,-40.41,0.15,0.29,0,0.00,100.00,Yes,432,71,1
127,A,-13.18,-26.31,0.12,0.23,0,0.00,100.00,Yes,0,432,2
127,B,-6.08,-12.13,0.11,0.21,0,0.00,100.00,Yes,0,361,3
128,C,-28.24,-56.36,0.16,0.32,0,0.00,100.00,Yes,517,66,1
128,A,-26.19,-52.27,0.11,0.22,0,0.00,100.00,Yes,0,562,2
128,B,-19.58,-39.09,0.10,0.20,0,0.00,100.00,Yes,0,496,3
129,C,-31.64,-63.15,0.15,0.31,0,0.00,100.00,Yes,576,41,1
129,A,-16.58,-33.10,0.11,0.22,0,0.00,100.00,Yes,0,466,3
129,B,-12.48,-24.91,0.11,0.21,0,0.00,100.00,Yes,0,425,2
130,C,-50.28,-100.35,0.11,0.21,0,0.00,100.00,Yes,0,803,3
130,A,-50.58,-100.96,0.12,0.23,0,0.00,100.00,Yes,48,803,1
130,B,27.73,55.34,0.11,0.23,0,0.00,100.00,Yes,23,0,2
131,C,-30.64,-61.16,0.14,0.28,0,0.00,100.00,Yes,597,10,3
131,A,29.01,57.91,0.11,0.22,0,0.00,100.00,Yes,0,10,1
131,B,27.42,54.74,0.11,0.22,0,0.00,100.00,Yes,26,0,2
132,C,-28.84,-57.57,0.15,0.30,0,0.00,100.00,Yes,544,45,1
132,A,25.51,50.92,0.11,0.22,0,0.00,100.00,Yes,0,45,3
132,B,23.23,46.36,0.11,0.23,0,0.00,100.00,Yes,68,0,2
133,C,-31.55,-62.97,0.13,0.25,0,0.00,100.00,Yes,538,78,1
133,A,22.21,44.34,0.11,0.22,0,0.00,100.00,Yes,0,78,1
133,B,30.02,59.93,0.11,0.21,0,0.00,100.00,No,0,0,2
134,C,-28.14,-56.17,0.14,0.28,0,0.00,100.00,Yes,565,17,1
134,A,-8.58,-17.13,0.11,0.22,0,0.00,100.00,Yes,0,386,1
134,B,-6.88,-13.73,0.10,0.21,0,0.00,100.00,Yes,0,369,3
135,C,-30.44,-60.75,0.16,0.31,0,0.00,100.00,Yes,560,45,1
135,A,25.51,50.93,0.11,0.22,0,0.00,100.00,Yes,0,45,3
135,B,30.03,59.93,0.11,0.23,0,0.00,100.00,No,0,0,2
136,C,-33.64,-67.14,0.16,0.32,0,0.00,100.00,Yes,588,49,1
136,A,25.11,50.12,0.11,0.21,0,0.00,100.00,Yes,0,49,3
136,B,30.02,59.93,0.11,0.22,0,0.00,100.00,No,0,0,2
137,C,-19.34,-38.61,0.15,0.31,0,0.00,100.00,Yes,474,20,1
137,A,28.01,55.91,0.11,0.22,0,0.00,100.00,Yes,0,20,2
137,B,28.52,56.93,0.10,0.21,0,0.00,100.00,Yes,15,0,3
138,C,-35.04,-69.95,0.14,0.27,0,0.00,100.00,Yes,600,51,1
138,A,-14.99,-29.91,0.12,0.23,0,0.00,100.00,Yes,0,450,1
138,B,-9.88,-19.73,0.11,0.21,0,0.00,100.00,Yes,77,399,3
139,C,-25.64,-51.18,0.15,0.30,0,0.00,100.00,Yes,507,50,1
139,A,25.01,49.93,0.11,0.21,0,0.00,100.00,Yes,0,50,3
139,B,30.03,59.93,0.11,0.23,0,0.00,100.00,No,0,0,2
140,C,-59.38,-118.53,0.09,0.19,0,0.00,100.00,Yes,0,894,3
140,A,-59.39,-118.54,0.10,0.21,0,0.00,100.00,Yes,0,894,2
140,B,30.02,59.92,0.11,0.22,0,0.00,100.00,No,0,0,1
141,C,-24.64,-49.17,0.16,0.31,0,0.00,100.00,Yes,542,5,1
141,A,29.51,58.91,0.11,0.21,0,0.00,100.00,Yes,0,5,3
141,B,30.02,59.92,0.11,0.21,0,0.00,100.00,No,0,0,2
142,C,-56.88,-113.52,0.11,0.21,0,0.00,100.00,Yes,0,1180,2
142,A,-46.78,-93.38,0.12,0.24,0,0.00,100.00,Yes,49,759,1
142,B,-12.08,-24.11,0.10,0.20,0,0.00,100.00,Yes,17,421,3
143,C,-34.95,-69.76,0.12,0.25,0,0.00,100.00,Yes,640,10,3
143,A,29.01,57.91,0.10,0.21,0,0.00,100.00,Yes,0,10,3
143,B,30.03,59.93,0.11,0.22,0,0.00,100.00,No,0,0,2
144,C,-15.43,-30.80,0.17,0.33,0,0.00,100.00,Yes,441,14,1
144,A,-8.38,-16.74,0.11,0.22,0,0.00,100.00,Yes,0,384,2
144,B,-6.98,-13.94,0.10,0.20,0,0.00,100.00,Yes,0,370,3
145,C,-30.53,-60.93,0.17,0.34,0,0.00,100.00,Yes,564,42,1
145,A,25.81,51.52,0.11,0.21,0,0.00,100.00,Yes,0,42,3
145,B,30.03,59.93,0.11,0.23,0,0.00,100.00,No,0,0,2
146,C,-23.34,-46.59,0.16,0.32,0,0.00,100.00,Yes,504,30,1
146,A,-7.09,-14.14,0.11,0.22,0,0.00,100.00,Yes,0,371,2
146,B,-4.08,-8.15,0.10,0.20,0,0.00,100.00,Yes,0,341,3
147,C,-36.35,-72.56,0.12,0.23,0,0.00,100.00,Yes,616,48,3
147,A,25.21,50.32,0.10,0.21,0,0.00,100.00,Yes,0,48,1
147,B,30.02,59.93,0.11,0.21,0,0.00,100.00,No,0,0,2
148,C,-24.95,-49.80,0.13,0.25,0,0.00,100.00,Yes,451,99,1
148,A,17.61,35.16,0.11,0.22,0,0.00,100.00,Yes,0,124,1
148,B,27.52,54.94,0.11,0.21,0,0.00,100.00,Yes,0,25,2
149,C,-60.78,-121.33,0.09,0.18,0,0.00,100.00,Yes,0,908,3
149,A,-60.79,-121.34,0.10,0.20,0,0.00,100.00,Yes,0,908,2
149,B,30.02,59.92,0.11,0.22,0,0.00,100.00,No,0,0,1
150,C,-27.95,-55.79,0.12,0.23,0,0.00,100.00,Yes,545,35,3
150,A,-7.49,-14.94,0.11,0.22,0,0.00,100.00,Yes,0,375,1
150,B,-3.98,-7.95,0.10,0.21,0,0.00,100.00,Yes,0,340,2
151,C,-22.34,-44.60,0.14,0.28,0,0.00,100.00,Yes,208,316,1
151,A,-27.68,-55.26,0.12,0.23,0,0.00,100.00,Yes,123,576,1
151,B,4.02,8.02,0.10,0.21,0,0.00,100.00,Yes,0,260,3
152,C,-38.85,-77.55,0.12,0.23,0,0.00,100.00,Yes,648,41,3
152,A,-4.69,-9.36,0.11,0.21,0,0.00,100.00,Yes,0,347,1
152,B,-0.58,-1.16,0.10,0.20,0,0.00,100.00,Yes,0,306,2
153,C,-26.14,-52.17,0.15,0.30,0,0.00,100.00,Yes,462,100,1
153,A,-7.58,-15.14,0.11,0.23,0,0.00,100.00,Yes,0,376,2
153,B,2.42,4.82,0.10,0.21,0,0.00,100.00,Yes,0,276,3
154,C,-30.54,-60.96,0.16,0.32,0,0.00,100.00,Yes,540,66,1
154,A,23.41,46.73,0.11,0.21,0,0.00,100.00,Yes,0,66,3
154,B,30.03,59.93,0.11,0.23,0,0.00,100.00,No,0,0,2
155,C,-22.83,-45.57,0.16,0.33,0,0.00,100.00,Yes,480,49,1
155,A,-17.69,-35.31,0.11,0.21,0,0.00,100.00,Yes,0,477,3
155,B,-12.78,-25.52,0.10,0.21,0,0.00,100.00,Yes,0,428,2
156,C,-34.54,-68.94,0.15,0.29,0,0.00,100.00,Yes,561,85,1
156,A,21.51,42.94,0.11,0.21,0,0.00,100.00,Yes,0,85,3
156,B,30.02,59.93,0.11,0.22,0,0.00,100.00,No,0,0,2
157,C,-34.84,-69.54,0.16,0.31,0,0.00,100.00,Yes,603,46,1
157,A,25.41,50.72,0.11,0.21,0,0.00,100.00,Yes,0,46,2
157,B,23.92,47.74,0.10,0.20,0,0.00,100.00,Yes,61,0,3
158,C,-61.98,-123.72,0.09,0.19,0,0.00,100.00,Yes,0,920,3
158,A,-61.99,-123.73,0.10,0.20,0,0.00,100.00,Yes,0,920,2
158,B,30.02,59.92,0.11,0.21,0,0.00,100.00,No,0,0,1
159,C,-18.84,-37.60,0.16,0.32,0,0.00,100.00,Yes,416,73,1
159,A,22.71,45.34,0.10,0.21,0,0.00,100.00,Yes,0,73,3
159,B,30.02,59.93,0.11,0.21,0,0.00,100.00,No,0,0,2
160,C,-42.25,-84.33,0.12,0.24,0,0.00,100.00,Yes,587,136,2
160,A,-6.79,-13.55,0.11,0.22,0,0.00,100.00,Yes,0,368,1
160,B,6.82,13.61,0.10,0.20,0,0.00,100.00,Yes,0,232,2
161,C,-32.84,-65.56,0.13,0.26,0,0.00,100.00,Yes,586,43,1
161,A,12.21,24.37,0.11,0.21,0,0.00,100.00,Yes,0,178,1
161,B,16.52,32.98,0.11,0.21,0,0.00,100.00,Yes,0,135,2
162,C,-37.97,-75.78,0.10,0.20,0,0.00,100.00,Yes,617,63,3
162,A,23.71,47.33,0.11,0.21,0,0.00,100.00,Yes,0,63,1
162,B,30.02,59.93,0.11,0.22,0,0.00,100.00,No,0,0,2
163,C,-27.14,-54.17,0.16,0.33,0,0.00,100.00,Yes,529,43,1
163,A,-4.19,-8.36,0.11,0.22,0,0.00,100.00,Yes,0,342,2
163,B,0.12,0.23,0.10,0.20,0,0.00,100.00,Yes,0,299,3
164,C,-36.05,-71.96,0.12,0.24,0,0.00,100.00,Yes,620,41,3
164,A,-23.69,-47.28,0.11,0.21,0,0.00,100.00,Yes,0,537,1
164,B,-19.58,-39.09,0.10,0.21,0,0.00,100.00,Yes,0,496,2
165,C,-27.73,-55.36,0.17,0.34,0,0.00,100.00,Yes,572,6,1
165,A,29.41,58.70,0.10,0.20,0,0.00,100.00,Yes,0,6,3
165,B,30.02,59.92,0.10,0.20,0,0.00,100.00,No,0,0,3
166,C,-26.34,-52.58,0.13,0.26,0,0.00,100.00,Yes,510,54,1
166,A,-4.79,-9.56,0.11,0.21,0,0.00,100.00,Yes,0,348,1
166,B,0.62,1.23,0.10,0.20,0,0.00,100.00,Yes,0,294,3
167,C,-36.23,-72.32,0.16,0.33,0,0.00,100.00,Yes,545,118,1
167,A,17.11,34.16,0.11,0.21,0,0.00,100.00,Yes,0,129,3
167,B,28.92,57.73,0.11,0.22,0,0.00,100.00,Yes,0,11,2
168,C,-25.54,-50.98,0.16,0.31,0,0.00,100.00,Yes,395,161,1
168,A,-23.59,-47.08,0.11,0.22,0,0.00,100.00,Yes,0,536,2
168,B,-7.49,-14.94,0.10,0.20,0,0.00,100.00,Yes,0,375,3
169,C,-30.84,-61.56,0.14,0.27,0,0.00,100.00,Yes,542,67,1
169,A,-5.69,-11.35,0.11,0.22,0,0.00,100.00,Yes,0,357,1
169,B,1.01,2.03,0.10,0.20,0,0.00,100.00,Yes,0,290,3
170,C,-30.14,-60.16,0.16,0.32,0,0.00,100.00,Yes,458,144,1
170,A,-21.59,-43.09,0.11,0.22,0,0.00,100.00,Yes,0,516,2
170,B,-7.18,-14.33,0.10,0.21,0,0.00,100.00,Yes,0,372,3
171,C,-26.34,-52.58,0.14,0.29,0,0.00,100.00,Yes,489,75,1
171,A,22.51,44.93,0.10,0.21,0,0.00,100.00,Yes,0,75,1
171,B,30.02,59.92,0.10,0.20,0,0.00,100.00,No,0,0,3
172,C,-38.54,-76.93,0.13,0.26,0,0.00,100.00,Yes,609,77,1
172,A,-8.49,-16.94,0.10,0.21,0,0.00,100.00,Yes,0,385,1
172,B,-0.79,-1.57,0.10,0.19,0,0.00,100.00,Yes,0,308,3
173,C,-32.04,-63.95,0.15,0.29,0,0.00,100.00,Yes,604,17,1
173,A,28.31,56.51,0.10,0.21,0,0.00,100.00,Yes,0,17,1
173,B,30.02,59.92,0.10,0.20,0,0.00,100.00,No,0,0,3
174,C,-26.94,-53.77,0.15,0.30,0,0.00,100.00,Yes,461,109,1
174,A,19.11,38.15,0.11,0.22,0,0.00,100.00,Yes,0,109,1
174,B,30.02,59.92,0.10,0.21,0,0.00,100.00,No,0,0,3
175,C,-39.35,-78.53,0.13,0.25,0,0.00,100.00,Yes,598,96,1
175,A,20.41,40.74,0.10,0.20,0,0.00,100.00,Yes,0,96,1
175,B,30.02,59.92,0.10,0.20,0,0.00,100.00,No,0,0,2
176,C,-37.66,-75.18,0.10,0.20,0,0.00,100.00,Yes,578,99,3
176,A,2.01,4.01,0.10,0.20,0,0.00,100.00,Yes,0,280,1
176,B,11.91,23.78,0.10,0.19,0,0.00,100.00,Yes,0,181,2
177,C,-20.24,-40.40,0.14,0.28,0,0.00,100.00,Yes,484,19,1
177,A,28.11,56.11,0.10,0.20,0,0.00,100.00,Yes,0,19,3
177,B,30.02,59.92,0.10,0.20,0,0.00,100.00,No,0,0,2
178,C,-61.49,-122.73,0.09,0.18,0,0.00,100.00,Yes,0,915,3
178,A,-61.49,-122.74,0.10,0.20,0,0.00,100.00,Yes,0,915,2
178,B,30.02,59.92,0.11,0.21,0,0.00,100.00,No,0,0,1
179,C,-32.24,-64.35,0.15,0.30,0,0.00,100.00,Yes,544,79,1
179,A,22.11,44.13,0.11,0.21,0,0.00,100.00,Yes,0,79,3
179,B,30.02,59.92,0.11,0.21,0,0.00,100.00,No,0,0,2
180,C,-24.44,-48.79,0.13,0.26,0,0.00,100.00,Yes,508,37,1
180,A,9.61,19.18,0.10,0.20,0,0.00,100.00,Yes,0,204,1
180,B,13.32,26.58,0.10,0.19,0,0.00,100.00,Yes,0,167,3
181,C,-36.05,-71.96,0.12,0.24,0,0.00,100.00,Yes,568,93,2
181,A,-9.09,-18.14,0.11,0.21,0,0.00,100.00,Yes,0,391,1
181,B,0.22,0.43,0.10,0.20,0,0.00,100.00,Yes,0,298,3
182,C,-35.74,-71.35,0.13,0.26,0,0.00,100.00,Yes,596,62,1
182,A,23.81,47.52,0.10,0.20,0,0.00,100.00,Yes,0,62,1
182,B,30.02,59.92,0.10,0.20,0,0.00,100.00,No,0,0,3
183,C,-28.74,-57.36,0.15,0.29,0,0.00,100.00,Yes,575,13,1
183,A,28.71,57.31,0.10,0.21,0,0.00,100.00,Yes,0,13,3
183,B,30.02,59.92,0.11,0.21,0,0.00,100.00,No,0,0,2
184,C,-59.19,-118.14,0.09,0.18,0,0.00,100.00,Yes,0,892,3
184,A,-59.19,-118.14,0.10,0.20,0,0.00,100.00,Yes,0,892,1
184,B,30.02,59.92,0.10,0.20,0,0.00,100.00,No,0,0,2
185,C,-59.89,-119.53,0.09,0.18,0,0.00,100.00,Yes,0,899,3
185,A,-59.89,-119.54,0.10,0.20,0,0.00,100.00,Yes,0,899,1
185,B,30.02,59.92,0.10,0.20,0,0.00,100.00,No,0,0,1
186,C,-33.64,-67.15,0.15,0.29,0,0.00,100.00,Yes,598,39,1
186,A,24.71,49.32,0.10,0.20,0,0.00,100.00,Yes,0,53,3
186,B,28.62,57.13,0.10,0.20,0,0.00,100.00,Yes,0,14,2
187,C,-60.89,-121.53,0.09,0.18,0,0.00,100.00,Yes,0,909,3
187,A,-60.89,-121.54,0.10,0.20,0,0.00,100.00,Yes,0,909,2
187,B,30.02,59.92,0.11,0.21,0,0.00,100.00,No,0,0,1
188,C,-61.69,-123.13,0.09,0.17,0,0.00,100.00,Yes,0,917,3
188,A,-61.69,-123.14,0.10,0.19,0,0.00,100.00,Yes,0,917,2
188,B,30.02,59.92,0.10,0.20,0,0.00,100.00,No,0,0,1
189,C,-60.09,-119.93,0.09,0.18,0,0.00,100.00,Yes,0,901,3
189,A,-60.09,-119.94,0.10,0.20,0,0.00,100.00,Yes,0,901,2
189,B,30.02,59.92,0.10,0.20,0,0.00,100.00,No,0,0,1
190,C,-33.84,-67.54,0.15,0.29,0,0.00,100.00,Yes,605,34,1
190,A,26.61,53.11,0.10,0.21,0,0.00,100.00,Yes,0,34,1
190,B,30.02,59.92,0.10,0.20,0,0.00,100.00,No,0,0,2
191,C,-61.29,-122.33,0.09,0.18,0,0.00,100.00,Yes,0,913,3
191,A,-61.29,-122.34,0.10,0.20,0,0.00,100.00,Yes,0,913,1
191,B,30.02,59.92,0.10,0.20,0,0.00,100.00,No,0,0,1
192,C,-33.84,-67.55,0.13,0.26,0,0.00,100.00,Yes,568,71,1
192,A,22.91,45.73,0.10,0.20,0,0.00,100.00,Yes,0,71,1
192,B,30.02,59.92,0.10,0.21,0,0.00,100.00,No,0,0,2
193,C,-27.64,-55.18,0.14,0.28,0,0.00,100.00,Yes,534,43,1
193,A,4.91,9.80,0.10,0.21,0,0.00,100.00,Yes,0,251,2
193,B,9.22,18.39,0.10,0.19,0,0.00,100.00,Yes,0,208,3
194,C,-29.24,-58.36,0.15,0.29,0,0.00,100.00,Yes,485,108,1
194,A,11.81,23.58,0.11,0.21,0,0.00,100.00,Yes,0,182,1
194,B,22.62,45.14,0.10,0.20,0,0.00,100.00,Yes,0,74,3
195,C,-61.79,-123.33,0.09,0.18,0,0.00,100.00,Yes,0,918,3
195,A,-61.79,-123.34,0.10,0.20,0,0.00,100.00,Yes,0,918,2
195,B,30.02,59.92,0.10,0.20,0,0.00,100.00,No,0,0,1
196,C,-57.39,-114.54,0.09,0.18,0,0.00,100.00,Yes,0,874,3
196,A,-57.39,-114.55,0.10,0.20,0,0.00,100.00,Yes,0,874,1
196,B,30.02,59.92,0.10,0.20,0,0.00,100.00,No,0,0,2
197,C,-54.79,-109.36,0.09,0.17,0,0.00,100.00,Yes,0,848,3
197,A,-54.79,-109.37,0.10,0.19,0,0.00,100.00,Yes,0,848,2
197,B,30.02,59.91,0.10,0.20,0,0.00,100.00,No,0,0,1
198,C,-36.06,-71.98,0.10,0.20,0,0.00,100.00,Yes,623,38,3
198,A,-4.49,-8.96,0.10,0.20,0,0.00,100.00,Yes,0,345,1
198,B,-0.69,-1.37,0.10,0.19,0,0.00,100.00,Yes,0,307,2
199,C,-60.79,-121.33,0.09,0.17,0,0.00,100.00,Yes,0,908,3
199,A,-60.79,-121.34,0.10,0.19,0,0.00,100.00,Yes,0,908,2
199,B,30.02,59.92,0.10,0.20,0,0.00,100.00,No,0,0,1
200,C,-58.19,-116.14,0.09,0.17,0,0.00,100.00,Yes,0,882,3
200,A,-58.19,-116.15,0.10,0.20,0,0.00,100.00,Yes,0,882,1
200,B,30.02,59.91,0.09,0.19,0,0.00,100.00,No,0,0,2
201,C,-33.34,-66.56,0.14,0.27,0,0.00,100.00,Yes,603,31,1
201,A,26.91,53.71,0.10,0.20,0,0.00,100.00,Yes,0,31,3
201,B,30.02,59.92,0.10,0.21,0,0.00,100.00,No,0,0,2
202,C,-32.15,-64.17,0.12,0.23,0,0.00,100.00,Yes,604,18,1
202,A,28.21,56.31,0.10,0.20,0,0.00,100.00,Yes,0,18,1
202,B,30.02,59.91,0.10,0.19,0,0.00,100.00,No,0,0,2
203,C,-42.36,-84.55,0.11,0.22,0,0.00,100.00,Yes,578,146,2
203,A,15.41,30.76,0.11,0.21,0,0.00,100.00,Yes,0,146,1
203,B,30.02,59.92,0.10,0.20,0,0.00,100.00,No,0,0,3
204,C,-59.49,-118.74,0.09,0.17,0,0.00,100.00,Yes,0,895,3
204,A,-59.49,-118.75,0.10,0.19,0,0.00,100.00,Yes,0,895,2
204,B,29.52,58.92,0.10,0.20,0,0.00,100.00,Yes,5,0,1
205,C,-24.73,-49.36,0.16,0.33,0,0.00,100.00,Yes,527,21,1
205,A,27.91,55.71,0.10,0.20,0,0.00,100.00,Yes,0,21,3
205,B,30.02,59.92,0.10,0.20,0,0.00,100.00,No,0,0,2
206,C,-60.89,-121.53,0.09,0.17,0,0.00,100.00,Yes,0,909,3
206,A,-60.89,-121.54,0.10,0.19,0,0.00,100.00,Yes,0,909,1
206,B,30.02,59.91,0.10,0.19,0,0.00,100.00,No,0,0,1
207,C,-18.34,-36.61,0.15,0.29,0,0.00,100.00,Yes,443,41,1
207,A,25.91,51.71,0.10,0.20,0,0.00,100.00,Yes,0,41,1
207,B,30.02,59.91,0.10,0.19,0,0.00,100.00,No,0,0,3
208,C,-32.05,-63.96,0.13,0.25,0,0.00,100.00,Yes,549,72,1
208,A,22.81,45.53,0.10,0.20,0,0.00,100.00,Yes,0,72,1
208,B,30.02,59.92,0.10,0.20,0,0.00,100.00,No,0,0,2
209,C,-27.64,-55.17,0.13,0.26,0,0.00,100.00,Yes,564,13,1
209,A,28.71,57.30,0.10,0.20,0,0.00,100.00,Yes,0,13,3
209,B,30.02,59.92,0.10,0.20,0,0.00,100.00,No,0,0,2
210,C,-36.04,-71.94,0.13,0.26,0,0.00,100.00,Yes,602,59,1
210,A,5.21,10.40,0.10,0.21,0,0.00,100.00,Yes,0,248,1
210,B,11.11,22.18,0.10,0.19,0,0.00,100.00,Yes,0,189,3
211,C,-27.14,-54.17,0.16,0.32,0,0.00,100.00,Yes,490,82,1
211,A,-12.19,-24.33,0.11,0.21,0,0.00,100.00,Yes,0,422,2
211,B,-3.99,-7.96,0.09,0.19,0,0.00,100.00,Yes,0,340,3
212,C,-35.54,-70.94,0.14,0.28,0,0.00,100.00,Yes,622,34,1
212,A,26.61,53.11,0.10,0.20,0,0.00,100.00,Yes,0,34,1
212,B,30.02,59.91,0.10,0.19,0,0.00,100.00,No,0,0,3
213,C,-41.76,-83.35,0.10,0.21,0,0.00,100.00,Yes,559,159,3
213,A,14.11,28.16,0.10,0.20,0,0.00,100.00,Yes,0,159,1
213,B,30.02,59.91,0.10,0.20,0,0.00,100.00,No,0,0,2
214,C,-60.39,-120.54,0.08,0.17,0,0.00,100.00,Yes,0,904,3
214,A,-60.39,-120.54,0.09,0.19,0,0.00,100.00,Yes,0,904,2
214,B,30.02,59.91,0.10,0.20,0,0.00,100.00,No,0,0,1
215,C,-30.05,-59.98,0.12,0.24,0,0.00,100.00,Yes,551,50,1
215,A,-4.09,-8.17,0.10,0.20,0,0.00,100.00,Yes,0,341,1
215,B,0.91,1.82,0.09,0.19,0,0.00,100.00,Yes,0,291,2
216,C,-25.04,-49.98,0.15,0.30,0,0.00,100.00,Yes,455,96,1
216,A,-9.59,-19.14,0.10,0.21,0,0.00,100.00,Yes,0,396,2
216,B,0.01,0.03,0.10,0.19,0,0.00,100.00,Yes,0,300,3
217,C,-36.04,-71.94,0.13,0.26,0,0.00,100.00,Yes,569,92,1
217,A,-2.09,-4.17,0.10,0.21,0,0.00,100.00,Yes,0,321,1
217,B,7.12,14.20,0.09,0.19,0,0.00,100.00,Yes,0,229,3
218,C,-40.25,-80.33,0.13,0.25,0,0.00,100.00,Yes,615,88,1
218,A,21.21,42.33,0.10,0.20,0,0.00,100.00,Yes,0,88,1
218,B,30.02,59.92,0.10,0.20,0,0.00,100.00,No,0,0,2
219,C,-42.46,-84.75,0.10,0.20,0,0.00,100.00,Yes,637,88,3
219,A,21.21,42.33,0.10,0.20,0,0.00,100.00,Yes,0,88,1
219,B,30.02,59.91,0.10,0.19,0,0.00,100.00,No,0,0,2
220,C,-61.19,-122.13,0.09,0.17,0,0.00,100.00,Yes,0,912,3
220,A,-61.19,-122.14,0.10,0.19,0,0.00,100.00,Yes,0,912,2
220,B,30.02,59.91,0.10,0.20,0,0.00,100.00,No,0,0,1
221,C,-22.74,-45.39,0.15,0.29,0,0.00,100.00,Yes,498,30,1
221,A,5.91,11.79,0.10,0.20,0,0.00,100.00,Yes,0,241,2
221,B,8.91,17.79,0.09,0.18,0,0.00,100.00,Yes,0,211,3
222,C,-42.76,-85.35,0.10,0.20,0,0.00,100.00,Yes,665,63,3
222,A,23.51,46.92,0.10,0.20,0,0.00,100.00,Yes,0,65,1
222,B,29.82,59.51,0.10,0.19,0,0.00,100.00,Yes,0,2,2
223,C,-36.65,-73.15,0.12,0.25,0,0.00,100.00,Yes,584,83,2
