episode,agent,avg_reward,avg_reward_10s,avg_progress,avg_progress_10s,wrong_way_count,wrong_way_percentage,right_way_percentage,collision_occurred,collision_count,opponent_collision_count,most_frequent_rank
111,A,-54.98,-109.75,0.13,0.26,0,0.00,100.00,Yes,813,849,2
112,C,-16.09,-32.12,0.22,0.44,0,0.00,100.00,Yes,462,0,1
112,B,-54.48,-108.74,0.14,0.27,0,0.00,100.00,Yes,774,808,3
112,A,-54.48,-108.74,0.14,0.29,0,0.00,100.00,Yes,783,808,2
113,C,-33.53,-66.92,0.16,0.31,0,0.00,100.00,Yes,636,0,3
113,B,-55.28,-110.34,0.12,0.24,0,0.00,100.00,Yes,837,754,2
113,A,-46.58,-92.98,0.13,0.26,0,0.00,100.00,Yes,16,754,1
114,C,-25.89,-51.69,0.21,0.42,0,0.00,100.00,Yes,560,0,1
114,B,-53.18,-106.15,0.12,0.24,0,0.00,100.00,Yes,740,832,3
114,A,-53.98,-107.75,0.13,0.26,0,0.00,100.00,Yes,834,832,2
115,C,-15.59,-31.11,0.23,0.46,0,0.00,100.00,Yes,457,0,1
115,B,-53.68,-107.14,0.13,0.27,0,0.00,100.00,Yes,753,802,3
115,A,-52.48,-104.75,0.14,0.28,0,0.00,100.00,Yes,800,802,2
116,C,-12.78,-25.52,0.24,0.47,0,0.00,100.00,Yes,429,0,1
116,B,-55.68,-111.13,0.13,0.26,0,0.00,100.00,Yes,765,792,3
116,A,-51.38,-102.55,0.14,0.28,0,0.00,100.00,Yes,787,792,2
117,C,-34.83,-69.53,0.18,0.35,0,0.00,100.00,Yes,649,0,1
117,B,-51.48,-102.75,0.14,0.27,0,0.00,100.00,Yes,758,779,3
117,A,-51.78,-103.35,0.15,0.29,0,0.00,100.00,Yes,800,779,2
118,C,-15.48,-30.89,0.25,0.50,0,0.00,100.00,Yes,456,0,2
118,B,14.32,28.59,0.25,0.50,0,0.00,100.00,Yes,114,63,1
118,A,11.96,23.88,0.14,0.29,92,9.20,90.80,Yes,118,63,3
119,C,-22.39,-44.68,0.23,0.45,0,0.00,100.00,Yes,525,0,1
119,B,-55.48,-110.73,0.14,0.27,0,0.00,100.00,Yes,828,760,3
119,A,-50.78,-101.35,0.14,0.29,0,0.00,100.00,Yes,785,760,2
120,C,-42.76,-85.35,0.11,0.21,0,0.00,100.00,Yes,728,0,3
120,B,-51.28,-102.35,0.13,0.27,0,0.00,100.00,Yes,735,732,2
120,A,-50.78,-101.35,0.14,0.29,0,0.00,100.00,Yes,801,732,1
121,C,-25.39,-50.67,0.23,0.45,0,0.00,100.00,Yes,555,0,1
121,B,-57.98,-115.72,0.13,0.27,0,0.00,100.00,Yes,817,793,3
121,A,-53.68,-107.14,0.14,0.28,0,0.00,100.00,Yes,763,793,2
122,C,-18.50,-36.92,0.24,0.47,0,0.00,100.00,Yes,486,0,1
122,B,-54.58,-108.94,0.13,0.27,0,0.00,100.00,Yes,696,822,3
122,A,-55.78,-111.34,0.14,0.28,0,0.00,100.00,Yes,829,822,2
123,C,-29.11,-58.11,0.17,0.34,0,0.00,100.00,Yes,592,0,3
123,B,-13.71,-27.37,0.24,0.48,0,0.00,100.00,Yes,106,332,2
123,A,-21.62,-43.15,0.26,0.51,0,0.00,100.00,Yes,208,332,1
124,C,-41.04,-81.92,0.20,0.39,0,0.00,100.00,Yes,711,0,1
124,B,-55.58,-110.93,0.14,0.27,0,0.00,100.00,Yes,799,790,3
124,A,-53.28,-106.34,0.14,0.29,0,0.00,100.00,Yes,779,790,2
125,C,-32.41,-64.70,0.18,0.36,0,0.00,100.00,Yes,625,0,1
125,B,-52.08,-103.95,0.13,0.25,0,0.00,100.00,Yes,706,763,3
125,A,-51.28,-102.35,0.14,0.27,0,0.00,100.00,Yes,807,763,2
126,C,-41.56,-82.95,0.11,0.22,0,0.00,100.00,Yes,716,0,3
126,B,-50.48,-100.76,0.12,0.25,0,0.00,100.00,Yes,769,40,2
126,A,-52.58,-104.95,0.13,0.27,0,0.00,100.00,Yes,786,40,1
127,C,-19.98,-39.88,0.24,0.49,0,0.00,100.00,Yes,501,0,1
127,B,-53.78,-107.35,0.13,0.25,0,0.00,100.00,Yes,673,823,3
127,A,-55.58,-110.94,0.14,0.27,0,0.00,100.00,Yes,843,823,2
128,C,-23.48,-46.86,0.25,0.50,0,0.00,100.00,Yes,536,0,1
128,B,-52.88,-105.55,0.12,0.24,0,0.00,100.00,Yes,773,627,3
128,A,-46.58,-92.98,0.13,0.26,0,0.00,100.00,Yes,758,627,2
129,C,-37.32,-74.50,0.15,0.31,0,0.00,100.00,Yes,674,0,3
129,B,-51.28,-102.35,0.13,0.27,0,0.00,100.00,Yes,729,785,2
129,A,-51.68,-103.15,0.14,0.28,0,0.00,100.00,Yes,786,785,1
130,C,-38.94,-77.72,0.13,0.27,0,0.00,100.00,Yes,690,0,3
130,B,-54.69,-109.16,0.09,0.19,0,0.00,100.00,Yes,847,0,3
130,A,-49.68,-99.17,0.12,0.24,0,0.00,100.00,Yes,797,0,1
131,C,-25.52,-50.93,0.17,0.33,0,0.00,100.00,Yes,556,0,3
131,B,-55.28,-110.33,0.14,0.27,0,0.00,100.00,Yes,689,808,2
131,A,-53.48,-106.74,0.14,0.29,0,0.00,100.00,Yes,780,808,1
132,C,-38.55,-76.95,0.13,0.27,0,0.00,100.00,Yes,686,0,3
132,B,-48.68,-97.16,0.13,0.26,0,0.00,100.00,Yes,0,787,2
132,A,-49.98,-99.76,0.14,0.27,0,0.00,100.00,Yes,773,787,1
133,C,-13.78,-27.50,0.24,0.48,0,0.00,100.00,Yes,439,0,1
133,B,-27.65,-55.19,0.10,0.21,0,0.00,100.00,Yes,220,357,3
133,A,-50.78,-101.35,0.14,0.27,0,0.00,100.00,Yes,476,357,2
134,C,-53.39,-106.56,0.10,0.20,0,0.00,100.00,Yes,834,0,3
134,B,-52.28,-104.35,0.13,0.25,0,0.00,100.00,Yes,726,785,2
134,A,-50.38,-100.56,0.14,0.27,0,0.00,100.00,Yes,800,785,1
135,C,-12.88,-25.71,0.25,0.49,0,0.00,100.00,Yes,430,0,1
135,B,-42.69,-85.21,0.22,0.44,0,0.00,100.00,Yes,254,665,2
135,A,-36.69,-73.24,0.22,0.45,0,0.00,100.00,Yes,6,665,2
136,C,-37.32,-74.49,0.16,0.32,0,0.00,100.00,Yes,674,0,3
136,B,-49.87,-99.55,0.14,0.29,0,0.00,100.00,Yes,750,737,2
136,A,-48.87,-97.55,0.15,0.30,0,0.00,100.00,Yes,763,737,1
137,C,-20.38,-40.67,0.25,0.50,0,0.00,100.00,Yes,505,0,1
137,B,-56.78,-113.34,0.12,0.23,0,0.00,100.00,Yes,800,787,3
137,A,-52.69,-105.16,0.12,0.25,0,0.00,100.00,Yes,806,787,2
138,C,-32.51,-64.89,0.17,0.34,0,0.00,100.00,Yes,626,0,1
138,B,-52.68,-105.15,0.12,0.24,0,0.00,100.00,Yes,714,813,3
138,A,-53.18,-106.15,0.13,0.26,0,0.00,100.00,Yes,807,813,2
139,C,-23.51,-46.93,0.22,0.44,0,0.00,100.00,Yes,536,0,1
139,B,-52.48,-104.75,0.13,0.25,0,0.00,100.00,Yes,744,801,3
139,A,-52.38,-104.55,0.13,0.27,0,0.00,100.00,Yes,793,801,2
140,C,-37.44,-74.73,0.20,0.41,0,0.00,100.00,Yes,675,0,1
140,B,-49.88,-99.56,0.13,0.27,0,0.00,100.00,Yes,708,737,3
140,A,-52.98,-105.75,0.14,0.28,0,0.00,100.00,Yes,827,737,2
141,C,-21.18,-42.27,0.25,0.50,0,0.00,100.00,Yes,513,0,1
141,B,-55.78,-111.33,0.13,0.27,0,0.00,100.00,Yes,845,782,3
141,A,-52.48,-104.75,0.14,0.29,0,0.00,100.00,Yes,769,782,2
142,C,-45.45,-90.72,0.19,0.37,0,0.00,100.00,Yes,755,0,1
142,B,-53.48,-106.75,0.12,0.25,0,0.00,100.00,Yes,713,775,3
142,A,-50.88,-101.56,0.13,0.27,0,0.00,100.00,Yes,779,775,2
143,C,-18.68,-37.28,0.24,0.48,0,0.00,100.00,Yes,488,0,1
143,B,-55.58,-110.95,0.12,0.23,0,0.00,100.00,Yes,800,789,3
143,A,-54.29,-108.35,0.12,0.25,0,0.00,100.00,Yes,817,789,2
144,C,-30.04,-59.95,0.14,0.29,0,0.00,100.00,Yes,601,0,3
144,B,-55.18,-110.14,0.12,0.24,0,0.00,100.00,Yes,0,852,2
144,A,-56.78,-113.34,0.13,0.25,0,0.00,100.00,Yes,850,852,1
145,C,-33.52,-66.91,0.17,0.33,0,0.00,100.00,Yes,636,0,3
145,B,-54.08,-107.94,0.13,0.26,0,0.00,100.00,Yes,686,738,3
145,A,-49.98,-99.76,0.14,0.28,0,0.00,100.00,Yes,792,738,1
146,C,-38.24,-76.33,0.14,0.28,0,0.00,100.00,Yes,683,0,3
146,B,-57.39,-114.54,0.11,0.22,0,0.00,100.00,Yes,809,756,2
146,A,-49.19,-98.18,0.12,0.24,0,0.00,100.00,Yes,771,756,1
147,C,-15.78,-31.49,0.25,0.49,0,0.00,100.00,Yes,459,0,1
147,B,-54.18,-108.15,0.12,0.23,0,0.00,100.00,Yes,731,803,3
147,A,-54.99,-109.75,0.12,0.25,0,0.00,100.00,Yes,847,803,2
148,C,-32.89,-65.64,0.22,0.44,0,0.00,100.00,Yes,630,0,1
148,B,-52.07,-103.94,0.14,0.28,0,0.00,100.00,Yes,759,750,3
148,A,-49.78,-99.35,0.15,0.30,0,0.00,100.00,Yes,742,750,2
149,C,-42.85,-85.54,0.17,0.35,0,0.00,100.00,Yes,729,0,1
149,B,-56.58,-112.94,0.12,0.24,0,0.00,100.00,Yes,739,808,3
149,A,-56.98,-113.74,0.13,0.26,0,0.00,100.00,Yes,844,808,2
150,C,-24.77,-49.44,0.26,0.52,0,0.00,100.00,Yes,549,0,1
150,B,-55.98,-111.74,0.12,0.25,0,0.00,100.00,Yes,763,811,3
150,A,-56.78,-113.34,0.13,0.26,0,0.00,100.00,Yes,810,811,2
151,C,-13.18,-26.31,0.24,0.47,0,0.00,100.00,Yes,433,0,1
151,B,-57.28,-114.33,0.12,0.24,0,0.00,100.00,Yes,841,787,3
151,A,-53.18,-106.15,0.13,0.26,0,0.00,100.00,Yes,811,787,2
152,C,-16.17,-32.28,0.25,0.50,0,0.00,100.00,Yes,463,0,1
152,B,-55.28,-110.33,0.13,0.27,0,0.00,100.00,Yes,824,766,3
152,A,-52.38,-104.55,0.14,0.28,0,0.00,100.00,Yes,786,766,2
153,C,-30.23,-60.33,0.15,0.29,0,0.00,100.00,Yes,603,0,3
153,B,-56.48,-112.74,0.12,0.25,0,0.00,100.00,Yes,742,809,2
153,A,-54.68,-109.15,0.13,0.26,0,0.00,100.00,Yes,831,809,1
154,C,-36.61,-73.08,0.17,0.33,0,0.00,100.00,Yes,667,0,3
154,B,-54.78,-109.34,0.13,0.26,0,0.00,100.00,Yes,751,787,3
154,A,-51.38,-102.55,0.14,0.28,0,0.00,100.00,Yes,791,787,1
155,C,-37.22,-74.29,0.16,0.32,0,0.00,100.00,Yes,673,0,3
155,B,-54.08,-107.94,0.13,0.25,0,0.00,100.00,Yes,675,777,2
155,A,-51.28,-102.36,0.14,0.27,0,0.00,100.00,Yes,766,777,1
156,C,-23.51,-46.93,0.18,0.36,0,0.00,100.00,Yes,536,0,1
156,B,-56.58,-112.94,0.12,0.23,0,0.00,100.00,Yes,837,795,3
156,A,-52.28,-104.36,0.12,0.25,0,0.00,100.00,Yes,793,795,2
157,C,-16.18,-32.29,0.24,0.48,0,0.00,100.00,Yes,463,0,1
157,B,-54.58,-108.94,0.12,0.24,0,0.00,100.00,Yes,797,827,3
157,A,-54.98,-109.75,0.13,0.26,0,0.00,100.00,Yes,841,827,2
158,C,-16.48,-32.89,0.23,0.46,0,0.00,100.00,Yes,466,0,1
158,B,2.51,5.01,0.23,0.45,0,0.00,100.00,Yes,254,47,2
158,A,-35.97,-71.80,0.12,0.24,0,0.00,100.00,Yes,615,47,3
159,C,-45.07,-89.95,0.13,0.25,0,0.00,100.00,Yes,751,0,3
159,B,-57.38,-114.53,0.13,0.25,0,0.00,100.00,Yes,774,770,2
159,A,-51.48,-102.76,0.13,0.27,0,0.00,100.00,Yes,771,770,1
160,C,-26.62,-53.14,0.16,0.31,0,0.00,100.00,Yes,567,0,3
160,B,-54.48,-108.75,0.12,0.24,0,0.00,100.00,Yes,717,803,2
160,A,-53.38,-106.55,0.13,0.26,0,0.00,100.00,Yes,788,803,1
161,C,-25.71,-51.32,0.23,0.45,0,0.00,100.00,Yes,558,0,1
161,B,-53.68,-107.14,0.13,0.26,0,0.00,100.00,Yes,775,777,3
161,A,-48.98,-97.76,0.14,0.28,0,0.00,100.00,Yes,157,777,2
162,C,-35.01,-69.88,0.17,0.34,0,0.00,100.00,Yes,651,0,1
162,B,-58.88,-117.52,0.13,0.26,0,0.00,100.00,Yes,798,753,3
162,A,-51.78,-103.35,0.14,0.28,0,0.00,100.00,Yes,798,753,2
163,C,-34.52,-68.91,0.15,0.31,0,0.00,100.00,Yes,646,0,3
163,B,-56.78,-113.34,0.12,0.23,0,0.00,100.00,Yes,803,719,2
163,A,-51.18,-102.16,0.13,0.25,0,0.00,100.00,Yes,795,719,1
164,C,-18.67,-37.27,0.26,0.53,0,0.00,100.00,Yes,488,0,1
164,B,7.12,14.21,0.24,0.48,0,0.00,100.00,Yes,217,37,2
164,A,-4.65,-9.28,0.14,0.29,0,0.00,100.00,Yes,312,37,3
165,C,-32.13,-64.13,0.15,0.31,0,0.00,100.00,Yes,622,0,3
165,B,-58.38,-116.53,0.12,0.24,0,0.00,100.00,Yes,826,796,2
165,A,-53.18,-106.16,0.13,0.26,0,0.00,100.00,Yes,803,796,1
166,C,-33.22,-66.31,0.16,0.31,0,0.00,100.00,Yes,633,0,3
166,B,-58.18,-116.13,0.12,0.24,0,0.00,100.00,Yes,670,862,2
166,A,-58.68,-117.13,0.13,0.25,0,0.00,100.00,Yes,852,862,1
167,C,-51.78,-103.36,0.10,0.20,0,0.00,100.00,Yes,818,0,3
167,B,-54.38,-108.55,0.12,0.24,0,0.00,100.00,Yes,788,795,2
167,A,-54.78,-109.35,0.13,0.26,0,0.00,100.00,Yes,816,795,1
168,C,-35.11,-70.08,0.17,0.34,0,0.00,100.00,Yes,652,0,1
168,B,-58.08,-115.93,0.12,0.24,0,0.00,100.00,Yes,853,809,3
168,A,-54.28,-108.35,0.13,0.26,0,0.00,100.00,Yes,828,809,2
169,C,-24.37,-48.64,0.26,0.52,0,0.00,100.00,Yes,545,0,1
169,B,-56.88,-113.53,0.12,0.25,0,0.00,100.00,Yes,830,785,3
169,A,-54.68,-109.14,0.13,0.27,0,0.00,100.00,Yes,822,785,2
170,C,-19.41,-38.75,0.18,0.36,0,0.00,100.00,Yes,495,0,1
170,B,-55.48,-110.74,0.12,0.25,0,0.00,100.00,Yes,718,790,3
170,A,-52.28,-104.35,0.13,0.27,0,0.00,100.00,Yes,815,790,2
171,C,-35.31,-70.47,0.17,0.35,0,0.00,100.00,Yes,654,0,1
171,B,-55.89,-111.55,0.11,0.21,0,0.00,100.00,Yes,764,678,3
171,A,-54.99,-109.76,0.12,0.24,0,0.00,100.00,Yes,850,678,2
172,C,-26.40,-52.70,0.18,0.36,0,0.00,100.00,Yes,565,0,1
172,B,-56.98,-113.73,0.13,0.26,0,0.00,100.00,Yes,766,755,3
172,A,-50.48,-100.75,0.14,0.28,0,0.00,100.00,Yes,481,755,2
173,C,-34.53,-68.93,0.14,0.29,0,0.00,100.00,Yes,646,0,3
173,B,-57.08,-113.94,0.12,0.24,0,0.00,100.00,Yes,796,769,2
173,A,-51.48,-102.76,0.13,0.26,0,0.00,100.00,Yes,805,769,1
174,C,-26.31,-52.51,0.17,0.34,0,0.00,100.00,Yes,564,0,1
174,B,-59.38,-118.52,0.13,0.25,0,0.00,100.00,Yes,864,828,3
174,A,-56.58,-112.94,0.13,0.27,0,0.00,100.00,Yes,850,828,2
175,C,-36.59,-73.04,0.24,0.48,0,0.00,100.00,Yes,667,0,1
175,B,-57.08,-113.93,0.13,0.26,0,0.00,100.00,Yes,838,781,3
175,A,-54.88,-109.54,0.14,0.28,0,0.00,100.00,Yes,823,781,2
176,C,-41.75,-83.34,0.12,0.23,0,0.00,100.00,Yes,718,0,3
176,B,-59.48,-118.72,0.12,0.24,0,0.00,100.00,Yes,818,790,2
176,A,-53.18,-106.16,0.13,0.25,0,0.00,100.00,Yes,821,790,1
177,C,-38.75,-77.34,0.19,0.37,0,0.00,100.00,Yes,688,0,1
177,B,-57.68,-115.14,0.12,0.23,0,0.00,100.00,Yes,831,805,3
177,A,-53.98,-107.75,0.12,0.25,0,0.00,100.00,Yes,811,805,2
178,C,-33.63,-67.13,0.17,0.33,0,0.00,100.00,Yes,637,0,1
178,B,-55.28,-110.34,0.12,0.23,0,0.00,100.00,Yes,780,795,3
178,A,-53.68,-107.16,0.13,0.25,0,0.00,100.00,Yes,835,795,2
179,C,-54.67,-109.13,0.10,0.21,0,0.00,100.00,Yes,847,0,3
179,B,-56.98,-113.73,0.12,0.25,0,0.00,100.00,Yes,855,767,2
179,A,-48.58,-96.97,0.13,0.27,0,0.00,100.00,Yes,323,767,1
180,C,-39.92,-79.67,0.17,0.33,0,0.00,100.00,Yes,700,0,3
180,B,-56.68,-113.13,0.13,0.26,0,0.00,100.00,Yes,811,809,2
180,A,-55.28,-110.34,0.14,0.28,0,0.00,100.00,Yes,809,809,1
181,C,-30.31,-60.51,0.16,0.33,0,0.00,100.00,Yes,604,0,1
181,B,-55.08,-109.94,0.12,0.24,0,0.00,100.00,Yes,755,801,3
181,A,-53.78,-107.35,0.13,0.25,0,0.00,100.00,Yes,832,801,1
182,C,-51.07,-101.94,0.11,0.21,0,0.00,100.00,Yes,811,0,3
182,B,-55.08,-109.94,0.12,0.25,0,0.00,100.00,Yes,789,811,2
182,A,-55.78,-111.34,0.13,0.26,0,0.00,100.00,Yes,844,811,1
183,C,-34.42,-68.70,0.16,0.33,0,0.00,100.00,Yes,645,0,3
183,B,-56.68,-113.13,0.13,0.26,0,0.00,100.00,Yes,818,788,2
183,A,-55.98,-111.74,0.14,0.28,0,0.00,100.00,Yes,835,788,1
184,C,-31.61,-63.10,0.17,0.33,0,0.00,100.00,Yes,617,0,3
184,B,-56.68,-113.14,0.13,0.25,0,0.00,100.00,Yes,841,814,2
184,A,-56.08,-111.94,0.13,0.27,0,0.00,100.00,Yes,847,814,1
185,C,-47.65,-95.12,0.17,0.35,0,0.00,100.00,Yes,777,0,1
185,B,-55.28,-110.34,0.12,0.25,0,0.00,100.00,Yes,720,808,3
185,A,-53.78,-107.35,0.13,0.26,0,0.00,100.00,Yes,807,808,2
186,C,-48.77,-97.34,0.13,0.26,0,0.00,100.00,Yes,788,0,1
186,B,-57.68,-115.13,0.12,0.24,0,0.00,100.00,Yes,849,797,3
186,A,-52.98,-105.76,0.13,0.26,0,0.00,100.00,Yes,813,797,2
187,C,-28.83,-57.54,0.15,0.30,0,0.00,100.00,Yes,589,0,3
187,B,-56.18,-112.14,0.12,0.24,0,0.00,100.00,Yes,829,787,2
187,A,-52.18,-104.16,0.13,0.26,0,0.00,100.00,Yes,802,787,1
188,C,-28.12,-56.12,0.16,0.32,0,0.00,100.00,Yes,582,0,3
188,B,-58.28,-116.33,0.12,0.25,0,0.00,100.00,Yes,738,792,2
188,A,-51.98,-103.76,0.13,0.26,0,0.00,100.00,Yes,800,792,1
189,C,-27.98,-55.84,0.25,0.50,0,0.00,100.00,Yes,581,0,1
189,B,-54.78,-109.34,0.13,0.25,0,0.00,100.00,Yes,707,780,3
189,A,-55.48,-110.74,0.13,0.27,0,0.00,100.00,Yes,824,780,2
190,C,-50.77,-101.34,0.12,0.24,0,0.00,100.00,Yes,808,0,1
190,B,-53.46,-106.72,0.08,0.16,0,0.00,100.00,Yes,697,774,3
190,A,-52.06,-103.92,0.09,0.17,0,0.00,100.00,Yes,331,774,2
191,C,-33.93,-67.73,0.14,0.28,0,0.00,100.00,Yes,640,0,3
191,B,-52.88,-105.55,0.12,0.24,0,0.00,100.00,Yes,711,809,2
191,A,-52.98,-105.75,0.13,0.26,0,0.00,100.00,Yes,810,809,1
192,C,-37.34,-74.52,0.20,0.40,0,0.00,100.00,Yes,674,0,2
192,B,-22.91,-45.73,0.23,0.45,0,0.00,100.00,Yes,520,22,2
192,A,-31.37,-62.62,0.12,0.25,0,0.00,100.00,Yes,592,22,3
193,C,-27.39,-54.68,0.19,0.39,0,0.00,100.00,Yes,575,0,1
193,B,-59.98,-119.73,0.12,0.23,0,0.00,100.00,Yes,818,765,3
193,A,-49.78,-99.37,0.13,0.25,0,0.00,100.00,Yes,772,765,2
194,C,-34.43,-68.72,0.15,0.29,0,0.00,100.00,Yes,645,0,3
194,B,-55.28,-110.34,0.12,0.24,0,0.00,100.00,Yes,753,742,2
194,A,-50.88,-101.56,0.13,0.26,0,0.00,100.00,Yes,781,742,1
195,C,-30.98,-61.83,0.24,0.48,0,0.00,100.00,Yes,611,0,1
195,B,-61.08,-121.92,0.12,0.23,0,0.00,100.00,Yes,870,807,3
195,A,-54.89,-109.55,0.12,0.25,0,0.00,100.00,Yes,838,807,2
196,C,-29.81,-59.50,0.17,0.34,0,0.00,100.00,Yes,599,0,1
196,B,-57.88,-115.53,0.12,0.23,0,0.00,100.00,Yes,807,760,3
196,A,-50.28,-100.36,0.13,0.25,0,0.00,100.00,Yes,688,760,2
197,C,-32.12,-64.11,0.16,0.31,0,0.00,100.00,Yes,622,0,3
197,B,-52.68,-105.16,0.12,0.23,0,0.00,100.00,Yes,682,619,2
197,A,-53.39,-106.56,0.12,0.25,0,0.00,100.00,Yes,834,619,1
198,C,-15.69,-31.31,0.22,0.43,0,0.00,100.00,Yes,458,0,1
198,B,-57.38,-114.53,0.13,0.25,0,0.00,100.00,Yes,806,762,3
198,A,-49.78,-99.36,0.13,0.27,0,0.00,100.00,Yes,406,762,2
199,C,-52.38,-104.56,0.10,0.20,0,0.00,100.00,Yes,824,0,3
199,B,-57.48,-114.73,0.13,0.25,0,0.00,100.00,Yes,684,787,2
199,A,-50.68,-101.16,0.13,0.27,0,0.00,100.00,Yes,746,787,1
200,C,-53.48,-106.76,0.10,0.20,0,0.00,100.00,Yes,835,0,3
200,B,-58.38,-116.53,0.12,0.23,0,0.00,100.00,Yes,821,752,2
200,A,-54.59,-108.95,0.12,0.25,0,0.00,100.00,Yes,829,752,1
201,C,-36.24,-72.33,0.14,0.27,0,0.00,100.00,Yes,663,0,3
201,B,-58.58,-116.93,0.12,0.24,0,0.00,100.00,Yes,869,797,2
201,A,-52.48,-104.76,0.13,0.26,0,0.00,100.00,Yes,801,797,1
202,C,-27.77,-55.42,0.27,0.54,0,0.00,100.00,Yes,579,0,1
202,B,-56.28,-112.34,0.13,0.25,0,0.00,100.00,Yes,795,797,3
202,A,-56.38,-112.54,0.13,0.27,0,0.00,100.00,Yes,841,797,2
203,C,-24.41,-48.73,0.17,0.33,0,0.00,100.00,Yes,545,0,3
203,B,-54.78,-109.34,0.13,0.26,0,0.00,100.00,Yes,770,771,2
203,A,-52.88,-105.55,0.14,0.28,0,0.00,100.00,Yes,793,771,1
204,C,-26.11,-52.11,0.17,0.34,0,0.00,100.00,Yes,562,0,1
204,B,-56.98,-113.74,0.11,0.22,0,0.00,100.00,Yes,764,810,3
204,A,-54.39,-108.55,0.12,0.24,0,0.00,100.00,Yes,825,810,2
205,C,-33.64,-67.15,0.14,0.27,0,0.00,100.00,Yes,637,0,3
205,B,-58.38,-116.53,0.12,0.24,0,0.00,100.00,Yes,825,805,2
205,A,-53.98,-107.75,0.13,0.26,0,0.00,100.00,Yes,792,805,1
206,C,-44.15,-88.12,0.15,0.30,0,0.00,100.00,Yes,742,0,3
206,B,-56.38,-112.53,0.13,0.26,0,0.00,100.00,Yes,834,793,2
206,A,-55.08,-109.94,0.14,0.28,0,0.00,100.00,Yes,844,793,1
207,C,-36.35,-72.56,0.14,0.28,0,0.00,100.00,Yes,664,0,3
207,B,-55.78,-111.34,0.13,0.25,0,0.00,100.00,Yes,804,786,2
207,A,-54.88,-109.54,0.14,0.27,0,0.00,100.00,Yes,808,786,1
208,C,-15.31,-30.56,0.21,0.42,0,0.00,100.00,Yes,454,0,1
208,B,-59.28,-118.33,0.12,0.24,0,0.00,100.00,Yes,875,830,3
208,A,-55.08,-109.95,0.13,0.26,0,0.00,100.00,Yes,815,830,2
209,C,-45.95,-91.71,0.11,0.23,0,0.00,100.00,Yes,760,0,3
209,B,-55.16,-110.11,0.16,0.31,0,0.00,100.00,Yes,814,771,2
209,A,-47.36,-94.54,0.16,0.33,0,0.00,100.00,Yes,3,771,1
210,C,-39.72,-79.28,0.16,0.31,0,0.00,100.00,Yes,698,0,1
210,B,-35.36,-70.59,0.07,0.15,0,0.00,100.00,Yes,654,0,3
210,A,-48.79,-97.38,0.12,0.23,0,0.00,100.00,Yes,788,0,2
211,C,-33.71,-67.28,0.17,0.34,0,0.00,100.00,Yes,638,0,1
211,B,-59.88,-119.52,0.12,0.25,0,0.00,100.00,Yes,810,798,3
211,A,-52.08,-103.95,0.13,0.27,0,0.00,100.00,Yes,657,798,1
212,C,-37.81,-75.48,0.17,0.33,0,0.00,100.00,Yes,679,0,3
212,B,-55.68,-111.14,0.12,0.24,0,0.00,100.00,Yes,815,817,2
212,A,-54.98,-109.75,0.13,0.26,0,0.00,100.00,Yes,822,817,1
213,C,-20.20,-40.33,0.18,0.35,0,0.00,100.00,Yes,503,0,1
213,B,-57.68,-115.13,0.13,0.25,0,0.00,100.00,Yes,805,776,3
213,A,-52.38,-104.55,0.13,0.27,0,0.00,100.00,Yes,767,776,2
214,C,-30.41,-60.70,0.17,0.33,0,0.00,100.00,Yes,605,0,1
214,B,-56.59,-112.95,0.11,0.21,0,0.00,100.00,Yes,651,718,3
214,A,-52.39,-104.57,0.12,0.23,0,0.00,100.00,Yes,824,718,2
215,C,-23.12,-46.15,0.16,0.32,0,0.00,100.00,Yes,532,0,3
215,B,-57.78,-115.33,0.12,0.24,0,0.00,100.00,Yes,801,769,2
215,A,-49.78,-99.37,0.13,0.26,0,0.00,100.00,Yes,655,769,1
216,C,-30.01,-59.90,0.17,0.34,0,0.00,100.00,Yes,601,0,1
216,B,-58.58,-116.93,0.12,0.23,0,0.00,100.00,Yes,815,745,3
216,A,-52.98,-105.76,0.13,0.25,0,0.00,100.00,Yes,822,745,2
217,C,-56.58,-112.94,0.11,0.21,0,0.00,100.00,Yes,866,88,3
217,B,-5.18,-10.35,0.24,0.47,0,0.00,100.00,Yes,279,93,1
217,A,-3.55,-7.08,0.14,0.27,0,0.00,100.00,Yes,239,181,2
218,C,-33.00,-65.86,0.19,0.38,0,0.00,100.00,Yes,631,0,1
218,B,-56.58,-112.93,0.12,0.25,0,0.00,100.00,Yes,771,813,3
218,A,-56.08,-111.94,0.13,0.27,0,0.00,100.00,Yes,836,813,2
219,C,-54.57,-108.93,0.13,0.25,0,0.00,100.00,Yes,846,0,1
219,B,-55.38,-110.55,0.12,0.24,0,0.00,100.00,Yes,770,809,3
219,A,-55.08,-109.95,0.13,0.25,0,0.00,100.00,Yes,827,809,2
220,C,-34.41,-68.68,0.17,0.35,0,0.00,100.00,Yes,645,0,1
220,B,-59.08,-117.93,0.12,0.24,0,0.00,100.00,Yes,845,807,3
220,A,-54.68,-109.15,0.13,0.25,0,0.00,100.00,Yes,821,807,2
221,C,-29.01,-57.90,0.18,0.35,0,0.00,100.00,Yes,591,0,1
221,B,-56.18,-112.13,0.13,0.25,0,0.00,100.00,Yes,742,769,3
221,A,-53.88,-107.55,0.14,0.27,0,0.00,100.00,Yes,826,769,2
